cid,list_id,company,position,office,office_state,job_type
c110,ru_CLAR,Clarus,Sr Software Developer,Kansas City,MO,computer_science
c111,f1000_763,Clean Harbors,Senior Software Engineer,Norwell,MA,computer_science
c112,ru_CGNX,Cognex,Software Engineer,Natick,MA,computer_science
c113,ru_COHR,Coherent,Software Engineer,Lexington Park,MD,computer_science
c114,cnbc_9,Coinbase,Senior Software Engineer - Reliability,San Francisco,CA,computer_science
c115,ru_CMCO,Columbus Mckinnon,NET Software Engineer,Charlotte,NC,computer_science
c116,f1000_735,Comerica,Staff Engineer DevOps Software Engineer,Auburn Hills,MI,computer_science
c117,f1000_517,CommScope,Software Engineer C/C,Forest,VA,computer_science
c118,ru_CNMD,Conmed,R&D Software Engineer I,Westborough,MA,computer_science
c119,ru_CNSL,Consolidated Communications,Software Engineer,Manchester,NH,computer_science
c120,ru_CTRL,Control4,Android Senior Software Engineer,Draper,UT,computer_science
c121,ru_CVON,Convergeone,Software Developer III,Eagan,MN,computer_science
c122,f1000_742,Cooper Tire & Rubber,Software Engineer,Findlay,OH,computer_science
c123,nasdaq_CSOD,Cornerstone OnDemand,Software Engineer - Node js,Santa Monica,CA,computer_science
c124,ru_CRVL,Corvel,Senior Software Engineer,Portland,OR,computer_science
c125,f1000_15,Costco,Software Developer 2453,Issaquah,WA,computer_science
c126,glassdoor_128,Costco Wholesale,Software Developer 2453,Issaquah,WA,computer_science
c127,ru_COTV,Cotiviti,Software Engineer - Java,Atlanta,GA,computer_science
c128,ru_CRD.B,Crawford & Company,Senior Software Engineer,Sunrise,FL,computer_science
c129,f1000_595,Crown Castle,IT Software Engineer II,Boxborough,MA,computer_science
c130,f1000_907,Curtiss-Wright,Associate Software Engineer,Idaho Falls,ID,computer_science
c131,ru_CUTR,Cutera,Senior Embedded Software Engineer,Brisbane,CA,computer_science
c132,f1000_958,Cypress Semiconductor,Software Engr,San Diego,CA,computer_science
c133,f1000_846,DST Systems,Software Engineer,Kansas City,MO,computer_science
c134,f1000_104,Deere,Software Engineer,Des Moines,IA,computer_science
c135,forbes_98,Dialpad,Software Engineer,San Ramon,CA,computer_science
c136,forbes_72,DigitalOcean,Software Engineer Security,New York,NY,computer_science
c137,f1000_127,Dollar General,SOFTWARE ENGINEER II,Goodlettsville,TN,computer_science
c138,f1000_814,Domino's Pizza,Software Developer,Ann Arbor,MI,computer_science
c139,ru_DFIN,Donnelley Financial,Software Engineer,Chicago,IL,computer_science
c140,f1000_391,Dover,Software Engineer,Austin,TX,computer_science
c141,forbes_90,Drift,Senior Software Engineer,San Francisco,CA,computer_science
c142,f1000_120,Duke Energy,IT Software Engineer,Charlotte,NC,computer_science
c143,f1000_779,Dycom Industries,Software Engineer,Palm Beach Gardens,FL,computer_science
c144,f1000_929,E Trade Financial,Software Engineer,Centennial,CO,computer_science
c145,ru_EWBC,East West Bank,Associate Software Engineer,Palo Alto,CA,computer_science
c146,nasdaq_EBIX,Ebix,Software Developer,Johns Creek,GA,computer_science
c147,ru_ECHO,Echo Global Logistics,Software Engineer,Chicago,IL,computer_science
c148,f1000_718,EchoStar,Senior Software Engineer,Gaithersburg,MD,computer_science
c149,ru_EHTH,Ehealth,Software Engineer,Austin,TX,computer_science
c150,ru_ERI,Eldorado Resorts,Corporate Web Developer,Reno,NV,computer_science
c151,nasdaq_ELLI,Ellie Mae,Sr Software Engineer - UI,Pleasanton,CA,computer_science
c152,nasdaq_EMKR,Emcore,Software Engineer,Alhambra,CA,computer_science
c153,ru_EIGI,Endurance,Software Engineer,Chicago,IL,computer_science
c154,nasdaq_ERII,Energy Recovery,Software Developer - India,San Leandro,CA,computer_science
c155,ru_ENVA,Enova,Lead Software Engineer,Chicago,IL,computer_science
c156,ru_ETM,Entercom Communications,Front End Developer,Philadelphia,PA,computer_science
c157,ru_ENV,Envestnet,Sr Software Developer,Seattle,WA,computer_science
c158,f1000_931,Esterline Technologies,Software Engineer,Rancho Santa Margarita,CA,computer_science
c159,f1000_949,Euronet Worldwide,Software Developer,Little Rock,AR,computer_science
c160,nasdaq_EVER,EverQuote,Software Engineer - Auctions,Cambridge,MA,computer_science
c161,nasdaq_EVBG,Everbridge,Software Engineer I,Lansing,MI,computer_science
c162,ru_RE,Everest Re,Java Configuration Developer,Liberty Corner,NJ,computer_science
c163,ru_EVRI,Everi,Software Developer I,Chicago,IL,computer_science
c164,forbes_81,Evernote,Senior Software Engineer,San Diego,CA,computer_science
c165,nasdaq_EVTC,Evertec,Sr Software Developer,San Juan,PR,computer_science
c166,ru_EVH,Evolent Health,Software Engineer - Net,Chicago,IL,computer_science
c167,nasdaq_AQUA,Evoqua Water Technologies,Embedded Software Engineer IV,Roseville,MN,computer_science
c168,forbes_93,Exabeam,Software Engineer Web Front-End,San Mateo,CA,computer_science
c169,ru_XELA,Exela Technologies,SQL Administrator,Redmond,WA,computer_science
c170,ru_EXR,Extra Space Storage,Software Engineer,Salt Lake City,UT,computer_science
c171,f1000_939,F5 Networks,Software Engineer,San Jose,CA,computer_science
c172,f1000_300,FIS Global,Software Engineer I,Norcross,GA,computer_science
c173,forbes_55,Fastly,Software Engineer - Varnish,San Francisco,CA,computer_science
c174,f1000_292,Fidelity National Financial,Jr Software Engineer Net,Jacksonville,FL,computer_science
c175,f1000_388,Fifth Third Bank,Software Engineer,Cincinnati,OH,computer_science
c176,ru_THFF,First Financial,Software Engineer,Houston,TX,computer_science
c177,ru_FBC,Flagstar Bank,Sr Java Developer,Troy,MI,computer_science
c178,nasdaq_FLEX,Flex,Software Developer Diagnostics,Austin,TX,computer_science
c179,nasdaq_FORM,FormFactor,Sr Software Engineer - Software Quality Assurance,Beaverton,OR,computer_science
c180,ru_FTV,Fortive,Data Science Software Engineer,Pittsburgh,PA,computer_science
c181,f1000_312,Frontier Communications,User Interface Software Engineer,Everett,WA,computer_science
c182,forbes_64,Fuze,NodeJS Software engineer,Boston,MA,computer_science
c183,f1000_7,General Motors,Senior Mobile Software Engineer,Detroit,MI,computer_science
c184,glassdoor_140,Gensler,Software Developer,La Crosse,WI,computer_science
c185,ru_GNTX,Gentex,Embedded Software Engineer,Zeeland,MI,computer_science
c186,ru_THRM,Gentherm,Software Engineer,Northville,MI,computer_science
c187,ru_GMED,Globus Medical,Software Engineer,Methuen,MA,computer_science
c188,ru_GPRO,Gopro,Software Engineer Data,San Francisco,CA,computer_science
c189,ru_GPX,Gp Strategies,Software Developer,Amherst,NY,computer_science
c190,ru_GGG,Graco,Senior Web Developer,Minneapolis,MN,computer_science
c191,f1000_410,Great American Insurance Group,Java Developer,Cincinnati,OH,computer_science
c192,ru_GWB,Great Western Bank,Sr Net Software Developer,Sioux Falls,SD,computer_science
c193,ru_GDOT,Green Dot,Software Engineer,Pasadena,CA,computer_science
c194,ru_GRUB,Grubhub,Sr Software Engineer - Delivery Team,New York,NY,computer_science
c195,ru_HMSY,HMS,Principal Software Engineer,Danvers,MA,computer_science
c196,f1000_640,HSN,Java Developer,Saint Petersburg,FL,computer_science
c197,f1000_434,Harley-Davidson,Sr Software Engineer - Infotainment,Wauwatosa,WI,computer_science
c198,nasdaq_HLIT,Harmonic,Senior Software Development Engineer,San Jose,CA,computer_science
c199,ru_HSC,Harsco,Senior Software Engineer,Cherry Hill,NJ,computer_science
c200,ru_HVT,Haverty Furniture,Software Engineer,Atlanta,GA,computer_science
c201,nasdaq_HSTM,HealthStream,Software Developer,San Diego,CA,computer_science
c202,ru_HQY,Healthequity,Software Engineer,Draper,UT,computer_science
c203,glassdoor_0,Heap,Software Engineer,San Francisco,CA,computer_science
c204,ru_HEI.A,Heico,Software Engineer,Highland Heights,OH,computer_science
c205,ru_HP,Helmerich & Payne,Senior Software Engineer,Denver,CO,computer_science
c206,f1000_242,Henry Schein,Software Engineer 2 - Ascend,American Fork,UT,computer_science
c207,glassdoor_8,Highspot,Senior Software Developer,Seattle,WA,computer_science
c208,f1000_783,Hill-Rom,Software Engineer I R&D,Batesville,IN,computer_science
c209,ru_HTH,Hilltop,Software Developer,Dallas,TX,computer_science
c210,f1000_754,Hologic,Co-op - Software Engineering,Westford,MA,computer_science
c211,nasdaq_HUBS,HubSpot,Software Engineer,Boston,MA,computer_science
c212,f1000_649,Hubbell,Software Developer,Austin,TX,computer_science
c213,ru_HUD,Hudson,Software Engineer III - Content,New York,NY,computer_science
c214,f1000_379,Huntington Ingalls Industries,IT Software Engineer 2,Newport News,VA,computer_science
c215,ru_HURN,Huron Consulting,Software Engineer - ECC - - IL,Chicago,IL,computer_science
c216,f1000_188,INTL FCStone,Sr Software Engineer,Chicago,IL,computer_science
c217,nasdaq_IPGP,IPG Photonics,Software Engineer,Oxford,MA,computer_science
c218,ru_IMPV,Imperva,Senior Software Engineer - Rust/C/C,Los Angeles,CA,computer_science
c219,ru_PI,Impinj,Senior Software Engineer - ItemSense,Seattle,WA,computer_science
c220,cnbc_40,InMobi,Software Engineer - Programmatic Marketplace,San Francisco,CA,computer_science
c221,ru_INFN,Infinera,Staff Software Engineer,Sunnyvale,CA,computer_science
c222,nasdaq_INFY,Infosys Limited,Java Developer,Pennington,NJ,computer_science
c223,nasdaq_INST,Instructure,Software Engineer,Chicago,IL,computer_science
c224,ru_PODD,Insulet,Software Engineer,San Diego,CA,computer_science
c225,ru_TILE,Interface,Software Developer,Falls Church,VA,computer_science
c226,nasdaq_IMI,Intermolecular,Software Engineer II,San Jose,CA,computer_science
c227,f1000_344,Interpublic Group,Cybersecurity Software Developer,New York,NY,computer_science
c228,nasdaq_IVAC,Intevac,Embedded Software Engineer,Santa Clara,CA,computer_science
c229,f1000_648,Iron Mountain,Senior Software Engineer,Norcross,GA,computer_science
c230,forbes_73,JFrog,Senior Software Developer,Sunnyvale,CA,computer_science
c231,f1000_402,JetBlue Airways,Developer Application Services,Long Island City,NY,computer_science
c232,glassdoor_112,John Deere,Software Engineer,Des Moines,IA,computer_science
c233,ru_JOUT,Johnson Outdoors,Senior Software Engineer,Alpharetta,GA,computer_science
c234,f1000_509,Juniper Networks,Software Engineer 1,Sunnyvale,CA,computer_science
c235,nasdaq_KVHI,KVH Industries,Senior DSP Software Engineer,Middletown,RI,computer_science
c236,ru_KEM,Kemet,Lead Software Engineer,Greenwood Village,CO,computer_science
c237,nasdaq_KFRC,Kforce,Senior Software Engineer,New York,NY,computer_science
c238,nasdaq_KFY,Korn Ferry,Senior Storage Systems Software Engineer,San Jose,CA,computer_science
c239,f1000_17,Kroger,Software Engineering Manager,Cincinnati,OH,computer_science
c240,f1000_303,LKQ,Software Engineer,Nashville,TN,computer_science
c241,f1000_583,LPL Financial,Associate Java Developer,San Diego,CA,computer_science
c242,nasdaq_LTRX,Lantronix,Principal Cloud Software Engineer,Irvine,CA,computer_science
c243,f1000_150,Lear,Senior Software Engineer,Southfield,MI,computer_science
c244,ru_LC,Lendingclub,Sr Java Software Engineer,San Francisco,CA,computer_science
c245,ru_TREE,Lendingtree,Software Engineer,Burlingame,CA,computer_science
c246,f1000_626,Lennox,Sr Embedded Software Engineer,Carrollton,TX,computer_science
c247,ru_LLNW,Limelight Networks,Software Engineer,Tempe,AZ,computer_science
c248,f1000_867,Lincoln Electric,Embedded Software Engineer,Cleveland,OH,computer_science
c249,ru_LQDT,Liquidity Services,Front End Developer 5 000 Sign-On Bonus,Plano,TX,computer_science
c250,nasdaq_LPSN,LivePerson,Software Engineer,Seattle,WA,computer_science
c251,forbes_33,Looker,Software Engineer - Core Services,San Francisco Bay Area,CA,computer_science
c252,ru_LULU,Lululemon Athletica,Senior Software Engineer,Seattle,WA,computer_science
c253,nasdaq_LXFT,Luxoft,Senior Web Developer,Houston,TX,computer_science
c254,f1000_525,Magellan Health,NET Lead Software Engineer,Cambridge,MA,computer_science
c255,nasdaq_MANH,Manhattan Associates,Software Engineer - R&D,Atlanta,GA,computer_science
c256,nasdaq_MRIN,Marin Software,Software Engineer,Chicago,IL,computer_science
c257,f1000_459,Markel,Software Engineer,Richmond,VA,computer_science
c258,ru_MKTX,Marketaxess,Full Stack Software Engineer-Salt Lake City-Utah,Draper,UT,computer_science
c259,f1000_993,Marriott Vacations Worldwide,Web Developer,Orlando,FL,computer_science
c260,f1000_209,Marsh & McLennan,Senior Software Engineer,New York,NY,computer_science
c261,f1000_761,Medical Mutual of Ohio,Software Developer III,Strongsville,OH,computer_science
c262,nasdaq_MDSO,Medidata Solutions,Senior Software Engineer,New York,NY,computer_science
c263,f1000_696,Mednax,Software Engineer II,Sunrise,FL,computer_science
c264,ru_MRCY,Mercury Systems,Software Engineer,Oxnard,CA,computer_science
c265,ru_MTD,Mettler Toledo,Software Engineer,Columbia,MD,computer_science
c266,f1000_896,Microchip Technology,Software Engineer,San Jose,CA,computer_science
c267,ru_MKSI,Mks Instruments,Software Engineer,North Logan,UT,computer_science
c268,ru_MGI,Moneygram,Software Engineer II,Saint Louis Park,MN,computer_science
c269,nasdaq_MPWR,Monolithic Power Systems,Sr IT Software Engineer,San Jose,CA,computer_science
c270,f1000_203,Monsanto,Software Developer,St. Louis,MO,computer_science
c271,f1000_827,Moog,Software Engineer,Golden,CO,computer_science
c272,glassdoor_44,Moogsoft,Senior Software Engineer,San Francisco,CA,computer_science
c273,ru_MORN,Morningstar,Lead Software Engineer,Chicago,IL,computer_science
c274,ru_MSCI,Msci,Senior Software Developer,Norman,OK,computer_science
c275,ru_MTSC,Mts Systems,Software Engineer,Eden Prairie,MN,computer_science
c276,f1000_408,NCR,Software Engineer,Atlanta,GA,computer_science
c277,ru_EGOV,NIC,NET Software Engineer,Olathe,KS,computer_science
c278,ru_NMIH,NMI,Software Engineer,Roselle,IL,computer_science
c279,ru_NNBR,NN,Java Software Engineer,Chesapeake,VA,computer_science
c280,f1000_445,NVR,Software Engineer,Reston,VA,computer_science
c281,ru_NBR,Nabors Industries,Robotics and Automation Software Engineer,Houston,TX,computer_science
c282,f1000_642,National General,Software Developer II,Chicago,IL,computer_science
c283,nasdaq_NATI,National Instruments,Systems R&D Software Engineer - Transportation Systems,Austin,TX,computer_science
c284,f1000_374,National Oilwell Varco,Software Engineer,Houston,TX,computer_science
c285,ru_NWLI,National Western Life,Software Developer,Austin,TX,computer_science
c286,ru_NAVG,Navigators,Mid-Level Software Developer,Colorado Springs,CO,computer_science
c287,ru_NNI,Nelnet,IT Software Engineer,Burleson,TX,computer_science
c288,forbes_88,Netskope,Sr Software Engineer - Data,Santa Clara,CA,computer_science
c289,ru_NMRK,Newmark,Software Engineer - Boot Camper,Chicago,IL,computer_science
c290,nasdaq_NXGN,NextGen Healthcare,Software Engineer,Atlanta,GA,computer_science
c291,ru_NE,Noble,Software Engineer,Westbury,NY,computer_science
c292,f1000_995,Nordson,Embedded Software Engineer,Amherst,OH,computer_science
c293,f1000_500,Northern Trust,Expert Python and C front / back-end software developer,Chicago,IL,computer_science
c294,f1000_168,Nucor,Software Developer,Waterloo,IN,computer_science
c295,ru_NXPI,Nxp Semiconductors,University Recruiting - Entry Level positions for Bachelors Graduates in Electrical Engineering - Computer Engineering or Computer Science,Austin,TX,computer_science
c296,ru_NXTM,Nxstage Medical,Software Engineer II - Embedded,Lawrence,MA,computer_science
c297,f1000_870,Oceaneering,Sr Software Developer,Houston,TX,computer_science
c298,f1000_202,Office Depot,Lead Software Engineer - JDA,Itasca,IL,computer_science
c299,forbes_78,Onshape,Principal Software Engineer,Cambridge,MA,computer_science
c300,nasdaq_OOMA,Ooma,Sr Software Engineer VOIP,Sunnyvale,CA,computer_science
c301,glassdoor_27,OppLoans,Software Engineer,Chicago,IL,computer_science
c302,ru_ORBC,Orbcomm,Software Engineer Information Systems,Utica,NY,computer_science
c303,ru_ORN,Orion,Software Developer,Little Rock,AR,computer_science
c304,f1000_424,Oshkosh,Software Engineer,Oshkosh,WI,computer_science
c305,ru_OUT,Outfront Media,Software Engineer,Spokane Valley,WA,computer_science
c306,ru_PHIIK,PHI,Software Engineer,New Iberia,LA,computer_science
c307,f1000_307,PSEG,Software Engineer,Hancocks Bridge,NJ,computer_science
c308,forbes_15,PagerDuty,Software Engineer,San Francisco,CA,computer_science
c309,bi_20,Palantir,Software Engineer,Palo Alto,CA,computer_science
c310,cnbc_32,Palantir Technologies,Software Engineer,Seattle,WA,computer_science
c311,f1000_759,Panera Bread,Analyst - Software Engineer,St. Louis,MO,computer_science
c312,glassdoor_18,Pariveda Solutions,Software Engineer,Seattle,WA,computer_science
c313,f1000_465,Patterson,Software Engineer II,Chatsworth,CA,computer_science
c314,cnbc_12,Payoneer,Software Development Team Lead,New York,NY,computer_science
c315,nasdaq_PEGA,Pegasystems,Software Engineer,Cambridge,MA,computer_science
c316,forbes_99,Pendo,Back End Engineer,Raleigh,NC,computer_science
c317,f1000_798,Penn Mutual Life Insurance,Software Engineer,Horsham,PA,computer_science
c318,nasdaq_PNR,Pentair,Software Engineer Talent Pool,Apex,NC,computer_science
c319,nasdaq_PRFT,Perficient,Software Engineer,Chicago,IL,computer_science
c320,f1000_605,Pioneer Natural Resources,Oracle Developer III - Staff Developer,Irving,TX,computer_science
c321,f1000_662,Pitney Bowes,Software Engineer,Troy,NY,computer_science
c322,forbes_39,PointClickCare,Senior Software Engineer,Bloomington,MN,computer_science
c323,f1000_536,Polaris Industries,Embedded Software Engineer,Battle Ground,WA,computer_science
c324,f1000_954,Popular,Software Engineer,Chicago,IL,computer_science
c325,glassdoor_64,Power Home Remodeling,Full Stack Ruby on Rails Developer,Philadelphia,PA,computer_science
c326,f1000_267,Priceline.com,Senior Software Engineer,Norwalk,CT,computer_science
c327,ru_PRI,Primerica,Front End Developer,Duluth,GA,computer_science
c328,nasdaq_PRGS,Progress Software,Software Developer for Process Control Systems,Progress,IN,computer_science
c329,cnbc_14,Progyny,Senior Software Engineer,New York,NY,computer_science
c330,f1000_793,Public Storage,Senior Software Engineer,Glendale,CA,computer_science
c331,f1000_352,PulteGroup,Senior NET and Web Software Developer,Coppell,TX,computer_science
c332,nasdaq_QADA,QAD,Senior Software Engineer,Grand Rapids,MI,computer_science
c333,nasdaq_QUMU,Qumu,Senior Software Engineer Burlingame - CA,San Francisco,CA,computer_science
c334,ru_QUOT,Quotient Technology,Software Engineer,Mountain View,CA,computer_science
c335,ru_RCM,R1 Rcm,Full-Stack Software Engineer,Murray,UT,computer_science
c336,ru_RLI,RLI,Senior Software Engineer,Peoria,IL,computer_science
c337,f1000_528,RPM,Software Engineer,Rapid City,SD,computer_science
c338,ru_RDN,Radian,Analyst Software Engineer,Tampa,FL,computer_science
c339,nasdaq_RMBS,Rambus,PE - Embedded Software Engineer,San Francisco,CA,computer_science
c340,ru_RAVN,Raven Industries,Senior Software Engineer,Sioux Falls,SD,computer_science
c341,f1000_468,Raymond James Financial,Java Developer - DevOps,Saint Petersburg,FL,computer_science
c342,ru_RMAX,Re/Max,Sr Front-End Developer,Denver,CO,computer_science
