cid,list_id,company,position,office,office_state,job_type,list_rank,source,file_rank
c1739,ru_DXPE,Dxp Enterprises,Cost / Operations Analyst,Houston,TX,mba_finance,869.0,ru3000,3
c1740,ru_EAF,Graftech,Sr Tax Analyst,Independence,OH,mba_analyst,1226.0,ru3000,3
c1741,ru_EBTC,Enterprise Bank,Project Manager,Lowell,MA,mba,945.0,ru3000,3
c1742,ru_ECHO,Echo Global Logistics,Software Engineer,Chicago,IL,computer_science,889.0,ru3000,3
c1743,ru_EGBN,Eagle Bank,Commercial Credit Analyst,Everett,MA,mba_finance,874.0,ru3000,3
c1744,ru_EHTH,Ehealth,Software Engineer,Austin,TX,computer_science,899.0,ru3000,3
c1745,ru_EIGI,Endurance,Software Engineer,Chicago,IL,computer_science,926.0,ru3000,3
c1746,ru_ELGX,Endologix,Senior Product Manager,Irvine,CA,mba,925.0,ru3000,3
c1747,ru_ENDP,Endo,Scientist I&D,Rochester,MI,data_science,923.0,ru3000,3
c1748,ru_ENR,Energizer,Senior Financial Analyst Hyperion,St. Louis,MO,mba_finance,928.0,ru3000,3
c1749,ru_ENSG,Ensign,Program Manager,Moorpark,CA,mba,939.0,ru3000,3
c1750,ru_ENV,Envestnet,Sr Software Developer,Seattle,WA,computer_science,948.0,ru3000,3
c1751,ru_ENVA,Enova,Lead Software Engineer,Chicago,IL,computer_science,936.0,ru3000,3
c1752,ru_ENZ,Enzo Biochem,Director of Scientific Affairs and Business Development,Manhattan,NY,data_science,951.0,ru3000,3
c1753,ru_EPE,Ep Energy,Analyst - Info Technology,Houston,TX,mba_analyst,953.0,ru3000,3
c1754,ru_EQT,EQT,Lead Quantitative Analyst,Pittsburgh,PA,quant,958.0,ru3000,3
c1755,ru_ERA,Era Group,Project Manager Assistant,Tarzana,CA,mba,965.0,ru3000,3
c1756,ru_ERI,Eldorado Resorts,Corporate Web Developer,Reno,NV,computer_science,902.0,ru3000,3
c1757,ru_ESNT,Essent,Pricing Analyst,Radnor,PA,mba_finance,974.0,ru3000,3
c1758,ru_ESRT,Empire State Realty,IT Project Manager,New York,NY,mba,917.0,ru3000,3
c1759,ru_ESS,Essex Property Trust,Project Manager - Redevelopment,Bellevue,WA,mba,975.0,ru3000,3
c1760,ru_EVBN,Evans Bank,Credit Analyst,Hamburg,NY,mba_finance,981.0,ru3000,3
c1761,ru_EVLO,Evelo Biosciences,Head of Financial Planning & Analysis,Cambridge,MA,mba_finance,982.0,ru3000,3
c1762,ru_EWBC,East West Bank,Associate Software Engineer,Palo Alto,CA,computer_science,879.0,ru3000,3
c1763,ru_FARO,Faro Technologies,Operations Financial Planning & Analysis Analyst,Lake Mary,FL,mba_finance,1022.0,ru3000,3
c1764,ru_FFBC,First Financial Bank,Senior Applications Analyst,Cincinnati,OH,mba_finance,1063.0,ru3000,3
c1765,ru_FFIN,First Financial Bankshares,Project Manager,Abilene,TX,mba,1065.0,ru3000,3
c1766,ru_FGEN,Fibrogen,Sr Manager/ Manager of Statistical Programming,San Francisco,CA,stats,1037.0,ru3000,3
c1767,ru_FHB,First Hawaiian,Project Manager,Honolulu,HI,mba,1069.0,ru3000,3
c1768,ru_FI,Frank's International,Financial Analyst - FP&A,Houston,TX,mba_finance,1129.0,ru3000,3
c1769,ru_FII,Federated Investors,Lead Data Scientist,Pittsburgh,PA,data_science,1031.0,ru3000,3
c1770,ru_FIVE,Five Below,IT Product Manager/Business Analyst,Philadelphia,PA,mba,1087.0,ru3000,3
c1771,ru_FIX,Comfort Systems Usa,Assistant Project Manager,Louisville,CO,mba,678.0,ru3000,3
c1772,ru_FIXX,Homology Medicines,Scientist - BioAnalytical Gene Therapy,Bedford,MA,data_science,1354.0,ru3000,3
c1773,ru_FIZZ,National Beverage,Jr Financial Analyst,Plantation,FL,mba_finance,1872.0,ru3000,3
c1774,ru_FLDM,Fluidigm,Bioinformatics Scientist I/II,South San Francisco,CA,data_science,1100.0,ru3000,3
c1775,ru_FLXN,Flexion Therapeutics,Senior Scientist - Analytical,Burlington,MA,data_science,1092.0,ru3000,3
c1776,ru_FLXS,Flexsteel Industries,Financial Analyst/ Accountant,Dubuque,IA,mba_finance,1093.0,ru3000,3
c1777,ru_FMBI,First Midwest Bank,Business Continuity Program Manager,Chicago,IL,mba,1077.0,ru3000,3
c1778,ru_FOE,Ferro,Sr Scientist,King of Prussia,PA,data_science,1035.0,ru3000,3
c1779,ru_FOR,Forestar,Real Estate Analyst,Charlotte,NC,mba_finance,1112.0,ru3000,3
c1780,ru_FOXF,Fox Factory,Financial Analyst,Elkhart,IN,mba_finance,1127.0,ru3000,3
c1781,ru_FRGI,Fiesta Restaurant,Workday Financial Systems Analyst - FRGI Corporate,Addison,TX,mba_finance,1041.0,ru3000,3
c1782,ru_FSS,Federal Signal,Product Market Analyst Manufacturing,Houston,TX,mba_analyst,1030.0,ru3000,3
c1783,ru_FULT,Fulton Financial,Senior Compensation Analyst,Lancaster,PA,mba_finance,1147.0,ru3000,3
c1784,ru_FUNC,First United,Program Manager - Inua Partners In Hope,Winter Park,FL,mba,1082.0,ru3000,3
c1785,ru_FWRD,Forward Air,Senior Financial Analyst,Atlanta,GA,mba_finance,1121.0,ru3000,3
c1786,ru_GAIA,Gaia,Facilities Project Manager,Brevard,NC,mba,1153.0,ru3000,3
c1787,ru_GATX,Gatx,Sr Financial Analyst,Chicago,IL,mba_finance,1166.0,ru3000,3
c1788,ru_GBLI,Global Indemnity,Product Management Analyst,Bala-Cynwyd,PA,mba_analyst,1201.0,ru3000,3
c1789,ru_GBNK,Guaranty Bank,Appraisal Review Analyst - Credit Department,Springfield,MO,mba_finance,1257.0,ru3000,3
c1790,ru_GDEN,Golden Entertainment,Development Project Manager,Las Vegas,NV,mba,1215.0,ru3000,3
c1791,ru_GGG,Graco,Senior Web Developer,Minneapolis,MN,computer_science,1225.0,ru3000,3
c1792,ru_GIII,G-Iii Apparel,Jr eCommerce Data Analyst,New York,NY,mba_finance,1151.0,ru3000,3
c1793,ru_GKOS,Glaukos,Sr Regional Clinical Research Associate,San Clemente,CA,data_science,1198.0,ru3000,3
c1794,ru_GLT,Glatfelter,IT Analyst - SAP FICO,York,PA,mba_finance,1197.0,ru3000,3
c1795,ru_GLYC,Glycomimetics,Director - Translational Research,Rockville,MD,data_science,1208.0,ru3000,3
c1796,ru_GMED,Globus Medical,Software Engineer,Methuen,MA,computer_science,1206.0,ru3000,3
c1797,ru_GNRC,Generac,Project Manager,Waukesha,WI,mba,1171.0,ru3000,3
c1798,ru_GNTX,Gentex,Embedded Software Engineer,Zeeland,MI,computer_science,1183.0,ru3000,3
c1799,ru_GPX,Gp Strategies,Software Developer,Amherst,NY,computer_science,1223.0,ru3000,3
c1800,ru_GRBK,Green Brick Partners,Project Manager - The Providence Group,Johns Creek,GA,mba,1241.0,ru3000,3
c1801,ru_GTLS,Chart Industries,Product Manager,Canton,GA,mba,581.0,ru3000,3
c1802,ru_GTT,Gtt Communications,Project Manager-Indirect,Costa Mesa,CA,mba,1255.0,ru3000,3
c1803,ru_HAIN,Hain Celestial,Supply Chain Finance Manager,Lake Success,NY,mba_finance,1267.0,ru3000,3
c1804,ru_HALL,Hallmark Financial,Senior Project Manager,Dallas,TX,mba,1271.0,ru3000,3
c1805,ru_HALO,Halozyme Therapeutics,Vice President,San Francisco,CA,data_science,1272.0,ru3000,3
c1806,ru_HBNC,Horizon Bank,Commercial Credit Analyst,Austin,TX,mba_finance,1359.0,ru3000,3
c1808,ru_HCKT,Hackett,Solutions and Implementation Project Manager,Roswell,GA,mba,1265.0,ru3000,3
c1809,ru_HEES,H&E Equipment Services,Project Manager,Baton Rouge,LA,mba,1263.0,ru3000,3
c1810,ru_HELE,Helen of Troy,Product Manager - OXO,New York,NY,mba,1313.0,ru3000,3
c1811,ru_HF,HFF,Data Scientist,Houston,TX,data_science,1334.0,ru3000,3
c1812,ru_HGV,Hilton Grand Vacations,Manager Digital Product Management,Orlando,FL,mba,1342.0,ru3000,3
c1813,ru_HI,Hillenbrand,Health & Wellness Program Manager,Batesville,IN,mba,1340.0,ru3000,3
c1814,ru_HIBB,Hibbett Sports,Web Project Manager,Birmingham,AL,mba,1335.0,ru3000,3
c1815,ru_HIW,Highwoods Properties,Project Manager,Nashville,TN,mba,1337.0,ru3000,3
c1816,ru_HLF,Herbalife Nutrition,Fantastic Sr Scientist,Lake Forest,CA,data_science,1319.0,ru3000,3
c1817,ru_HLNE,Hamilton Lane,Compliance Analyst,Philadelphia,PA,mba_finance,1275.0,ru3000,3
c1818,ru_HOME,At Home,Senior Financial Analyst,Chicago,IL,mba_finance,277.0,ru3000,3
c1819,ru_HP,Helmerich & Payne,Senior Software Engineer,Denver,CO,computer_science,1316.0,ru3000,3
c1820,ru_HRG,HRG,Project Manager - Consulting,New York,NY,mba,1372.0,ru3000,3
c1821,ru_HRI,Herc,IT Project Manager,Bonita Springs,FL,mba,1320.0,ru3000,3
c1822,ru_HTLF,Heartland Financial Usa,Loan QC Analyst II,Denver,CO,mba_finance,1308.0,ru3000,3
c1823,ru_HWC,Hancock Whitney,Enterprise Project Manager,New Orleans,LA,mba,1276.0,ru3000,3
c1824,ru_HZO,Marinemax,Business/Finance Manager,Lake Wylie,SC,mba_finance,1711.0,ru3000,3
c1825,ru_IBCP,Independent Bank,IT Project Manager,Memphis,TN,mba,1413.0,ru3000,3
c1826,ru_IBKC,Iberiabank,Deposit Operations Rep - Fraud Analyst,Little Rock,AR,mba_finance,1387.0,ru3000,3
c1827,ru_ICBK,County Bank,Credit Analyst,Santa Cruz,CA,mba_finance,738.0,ru3000,3
c1828,ru_ICUI,Icu Medical,Development Scientist - Materials,Austin,TX,data_science,1390.0,ru3000,3
c1829,ru_IDCC,Interdigital,Manager of FP&A,Wilmington,DE,mba_finance,1454.0,ru3000,3
c1831,ru_IESC,IES,Financial Planning and Budget Analyst,Chicago,IL,mba_finance,1395.0,ru3000,3
c1832,ru_IMAX,Imax,Business Analyst - IT,Los Angeles,CA,mba_analyst,1401.0,ru3000,3
c1833,ru_IMH,Impac Mortgage,Project Manager,Irvine,CA,mba,1406.0,ru3000,3
c1834,ru_INBK,First Internet Bank,Data Analyst,Fishers,IN,mba_finance,1072.0,ru3000,3
c1835,ru_INFN,Infinera,Staff Software Engineer,Sunnyvale,CA,computer_science,1417.0,ru3000,3
c1836,ru_INN,Summit Hotel Properties,Construction Project Manager,Austin,TX,mba,2565.0,ru3000,3
c1838,ru_INT,World Fuel Services,Java Developer,Miami,FL,computer_science,2961.0,ru3000,3
c1839,ru_INWK,Innerworkings,Project Manager - Retail Displays,Irvine,CA,mba,1426.0,ru3000,3
c1840,ru_IO,Ion Geophysical,Market Analyst,Houston,TX,mba_finance,1483.0,ru3000,3
c1841,ru_IOVA,Iovance Biotherapeutics,Director/Senior Director - Biostatistics,San Carlos,CA,stats,1485.0,ru3000,3
c1842,ru_IRWD,Ironwood Pharmaceuticals,Pharmacovigilance Scientist,Cambridge,MA,data_science,1493.0,ru3000,3
c1843,ru_ISBC,Investors Bank,Product Manager-Small Business,Short Hills,NJ,mba,1478.0,ru3000,3
c1844,ru_ISCA,International Speedway,Programmer Analyst,Daytona Beach,FL,mba_analyst,1461.0,ru3000,3
c1845,ru_ITG,Investment Technology,Quantitative Finance Analyst,Cinnaminson,NJ,quant,1477.0,ru3000,3
c1846,ru_ITGR,Integer,VP - Product Marketing,Plano,TX,mba,1444.0,ru3000,3
c1847,ru_ITI,Iteris,Product Owner/Project Manager,Santa Ana,CA,mba,1496.0,ru3000,3
c1848,ru_ITIC,Investors Title,Manager of Financial Accounting,Morrisville,NC,mba_finance,1480.0,ru3000,3
c1849,ru_IVC,Invacare,Sourcing Project Manager,Elyria,OH,mba,1473.0,ru3000,3
c1850,ru_JAZZ,Jazz Pharmaceuticals,Director - Biostatistics,Palo Alto,CA,stats,1507.0,ru3000,3
c1851,ru_JOUT,Johnson Outdoors,Senior Software Engineer,Alpharetta,GA,computer_science,1518.0,ru3000,3
c1852,ru_KALU,Kaiser Aluminum,Financial Reporting Analyst,Foothill Ranch,CA,mba_finance,1527.0,ru3000,3
c1853,ru_KBAL,Kimball,Assistant Project Manager,Naples,FL,mba,1552.0,ru3000,3
c1854,ru_KEM,Kemet,Lead Software Engineer,Greenwood Village,CO,computer_science,1540.0,ru3000,3
c1855,ru_KIM,Kimco Realty,Financial Analyst,Charlotte,NC,mba_finance,1554.0,ru3000,3
c1856,ru_KLXI,KLX,Sr Programmer Analyst,Houston,TX,mba_analyst,1566.0,ru3000,3
c1857,ru_KN,Knowles,Sr Financial Reporting Analyst,Itasca,IL,mba_finance,1570.0,ru3000,3
c1858,ru_KRA,Kraton,Project Manager I,Panama City,FL,mba,1576.0,ru3000,3
c1859,ru_KRC,Kilroy Realty,Senior Project Manager - Construction Services,San Francisco,CA,mba,1550.0,ru3000,3
c1860,ru_KWR,Quaker Chemical,Global Data Engineer,Conshohocken,PA,data_science,2239.0,ru3000,3
c1861,ru_LBAI,Lakeland Bank,Financial Advisor,West Milford,NJ,mba_finance,1589.0,ru3000,3
c1862,ru_LC,Lendingclub,Sr Java Software Engineer,San Francisco,CA,computer_science,1616.0,ru3000,3
c1863,ru_LCI,Lannett,Senior Analyst Benefits & Compensation,Philadelphia,PA,mba_analyst,1598.0,ru3000,3
c1864,ru_LDL,Lydall,Program & Project Manager,Lancaster,PA,mba,1679.0,ru3000,3
c1865,ru_LLNW,Limelight Networks,Software Engineer,Tempe,AZ,computer_science,1646.0,ru3000,3
c1866,ru_LMAT,Lemaitre Vascular,Clinical Project Manager,Burlington,MA,mba,1615.0,ru3000,3
c1867,ru_LNN,Lindsay,Associate Product Manager,Omaha,NE,mba,1651.0,ru3000,3
c1868,ru_LNTH,Lantheus,Sr Quality Scientist,North Billerica,MA,data_science,1599.0,ru3000,3
c1869,ru_LOPE,Grand Canyon Education,IT Business Analyst,Phoenix,AZ,mba_analyst,1231.0,ru3000,3
c1870,ru_LQDT,Liquidity Services,Front End Developer 5 Sign-On Bonus,Plano,TX,computer_science,1654.0,ru3000,3
c1871,ru_LRN,K12,Research Director,Herndon,VA,data_science,1523.0,ru3000,3
c1872,ru_LSI,Life Storage,Associate Financial Analyst,Buffalo,NY,mba_finance,1640.0,ru3000,3
c1873,ru_LW,Lamb Weston,Project Manager Engineering,Kennewick,WA,mba,1593.0,ru3000,3
c1874,ru_LXRX,Lexicon Pharmaceuticals,Territory Business Manager - Diabetes,Chicago,IL,mba,1622.0,ru3000,3
c1875,ru_LXU,Lsb Industries,Industrial Sales and Marketing Analyst,Oklahoma City,OK,mba_analyst,1671.0,ru3000,3
c1876,ru_M,Macys,Intimate Apparel Ambassador,Willow Grove,PA,mba,1689.0,ru3000,3
c1877,ru_MBFI,Mb Financial,Portfolio Analyst - Main Street Advisors,Chicago,IL,mba_finance,1741.0,ru3000,3
c1878,ru_MBWM,Mercantile Bank,Credit Analyst II,Costa Mesa,CA,mba_finance,1764.0,ru3000,3
c1879,ru_MDXG,Mimedx,Sales Operations Analyst,Marietta,GA,mba_analyst,1804.0,ru3000,3
c1880,ru_MED,Medifast,Financial Analyst,Owings Mills,MD,mba_finance,1758.0,ru3000,3
c1881,ru_MEET,The Meet,Senior Data Engineer,Philadelphia,PA,data_science,2660.0,ru3000,3
c1882,ru_MG,Mistras,Acoustic Emission Research Scientist,Princeton Junction,NJ,data_science,1810.0,ru3000,3
c1883,ru_MGNX,Macrogenics,Scientist III - Analytical Sciences,Rockville,MD,data_science,1688.0,ru3000,3
c1885,ru_MINI,Mobile Mini,Senior Financial Analyst,Phoenix,AZ,mba_finance,1813.0,ru3000,3
c1886,ru_MKTX,Marketaxess,Full Stack Software Engineer-Salt Lake City-Utah,Draper,UT,computer_science,1714.0,ru3000,3
c1887,ru_MMI,Marcus & Millichap,Financial Analyst,Philadelphia,PA,mba_finance,1708.0,ru3000,3
c1888,ru_MNRO,Monro,Finance Business Analyst,Rochester,NY,mba_finance,1829.0,ru3000,3
c1889,ru_MOD,Modine Manufacturing,Financial Analyst,Racine,WI,mba_finance,1816.0,ru3000,3
c1890,ru_MOS,Mosaic Company,HR Data Analyst Sr,Lithia,FL,mba_analyst,1836.0,ru3000,3
c1891,ru_MOV,Movado,Data Scientist,New York,NY,data_science,1839.0,ru3000,3
c1892,ru_MRTX,Mirati Therapeutics,Sr Manager/Associate Director - Statistical Programming,San Diego,CA,stats,1809.0,ru3000,3
c1893,ru_MSA,Msa Safety,Engineering Project Manager,Cranberry Township,PA,mba,1841.0,ru3000,3
c1894,ru_MTRN,Materion,Program Manager,Westford,MA,mba,1730.0,ru3000,3
c1895,ru_MTRX,Matrix Service,Senior Project Controls Analyst,Houston,TX,mba_finance,1731.0,ru3000,3
c1896,ru_MTW,Manitowoc,Financial Analyst,New Port Richey,FL,mba_finance,1702.0,ru3000,3
c1897,ru_MTX,Minerals Technologies,Scientist,Easton,PA,data_science,1806.0,ru3000,3
c1898,ru_MYL,Mylan,Scientist QC Operations,Saint Albans,VT,data_science,1856.0,ru3000,3
c1899,ru_NANO,Nanometrics,Applications Scientist/Engineer,Albuquerque,NM,data_science,1862.0,ru3000,3
c1900,ru_NBR,Nabors Industries,Robotics and Automation Software Engineer,Houston,TX,computer_science,1860.0,ru3000,3
c1901,ru_NBTB,Nbt Bank,Credit Analyst,Manchester,NH,mba_finance,1898.0,ru3000,3
c1902,ru_NCLH,Norwegian Cruise Line,Manager - Photo Product Marketing,Miami,FL,mba,1969.0,ru3000,3
c1903,ru_NCMI,National Cinemedia,Creative Project Manager,Centennial,CO,mba,1873.0,ru3000,3
c1904,ru_NCS,Nci Building Systems,Sr Financial Analyst - FP&A,Houston,TX,mba_finance,1899.0,ru3000,3
c1905,ru_NE,Noble,Software Engineer,Westbury,NY,computer_science,1951.0,ru3000,3
c1906,ru_NFBK,Northfield Bank,NB -Sr Credit Analyst,Woodbridge,NJ,mba_finance,1961.0,ru3000,3
c1907,ru_NGVT,Ingevity,Cost Analyst,North Charleston,SC,mba_finance,1423.0,ru3000,3
c1908,ru_NINE,Nine Energy Service,Corporate Financial Analyst,Houston,TX,mba_finance,1945.0,ru3000,3
c1909,ru_NMRK,Newmark,Software Engineer - Boot Camper,Chicago,IL,computer_science,1928.0,ru3000,3
c1910,ru_NNBR,NN,Java Software Engineer,Chesapeake,VA,computer_science,1950.0,ru3000,3
c1911,ru_NODK,NI,Family Services Program Manager,Smith River,CA,mba,1939.0,ru3000,3
c1912,ru_NPO,Enpro Industries,Manager - IT Operations,New York,NY,mba_analyst,938.0,ru3000,3
c1913,ru_NR,Newpark Resources,Credit Analyst I,The Woodlands,TX,mba_finance,1931.0,ru3000,3
c1914,ru_NRC,National Research,Entertainment Research Analyst,Los Angeles,CA,data_science,1882.0,ru3000,3
c1915,ru_NRIM,Northrim Bank,Credit Analyst I,Juneau,AK,mba_finance,1962.0,ru3000,3
c1916,ru_NTGR,Netgear,Sr Engineering Product Manager,San Jose,CA,mba,1911.0,ru3000,3
c1917,ru_NVCR,Novocure,Senior Product Manager,New York,NY,mba,1973.0,ru3000,3
c1918,ru_NVRO,Nevro,Research Scientist,Redwood City,CA,data_science,1914.0,ru3000,3
c1919,ru_NWPX,Northwest Pipe,Project Manager,Saginaw,TX,mba,1967.0,ru3000,3
c1920,ru_NWY,New York & Company,Project Manager - Store Operations,New York,NY,mba,1921.0,ru3000,3
c1921,ru_NX,Quanex Building Products,Accounting Systems Analyst,Dallas,TX,mba_finance,2244.0,ru3000,3
c1922,ru_NXEO,Nexeo Solutions,Product Manager,Houston,TX,mba,1934.0,ru3000,3
c1923,ru_NXTM,Nxstage Medical,Software Engineer II - Embedded,Lawrence,MA,computer_science,1992.0,ru3000,3
c1924,ru_O,Realty Income,Real Estate Development Project Manager,San Diego,CA,mba,2279.0,ru3000,3
c1925,ru_OBNK,Origin Bank,Collateral Analyst III,Addison,TX,mba_finance,2045.0,ru3000,3
c1926,ru_OCUL,Ocular Therapeutix,QC Scientist,Bedford,MA,data_science,2003.0,ru3000,3
c1927,ru_OFIX,Orthofix,Associate Program Manager - Education & Marketing,Lewisville,TX,mba,2050.0,ru3000,3
c1928,ru_OGS,One Gas,Senior Project Manager,Austin,TX,mba,2029.0,ru3000,3
c1929,ru_OIS,Oil States,Project Manager,Arlington,TX,mba,2011.0,ru3000,3
c1930,ru_OMER,Omeros,Principal Scientist / Associate Director - Toxicology,Seattle,WA,data_science,2023.0,ru3000,3
c1931,ru_OMN,Omnova Solutions,Senior Tax Analyst,Beachwood,OH,mba_finance,2026.0,ru3000,3
c1932,ru_ONB,Old National Bank,Bsa/Aml Systems Analyst,Evansville,IN,mba_finance,2015.0,ru3000,3
c1933,ru_OSUR,Orasure Technologies,Market Research Analyst,Bethlehem,PA,data_science,2041.0,ru3000,3
c1934,ru_OTTR,Otter Tail,Manufacturing & Inventory Analyst,Clearwater,FL,mba_finance,2054.0,ru3000,3
c1935,ru_OXM,Oxford Industries,Technical Support Analyst,Atlanta,GA,mba_analyst,2063.0,ru3000,3
c1936,ru_PCH,Potlatchdeltic,Senior Information Systems Analyst,Spokane,WA,mba_finance,2176.0,ru3000,3
c1937,ru_PCRX,Pacira Pharmaceuticals,Project Manager - Medical Operations,Parsippany,NJ,mba,2070.0,ru3000,3
c1938,ru_PCYG,Park City,Senior Analyst FP&A,Park City,UT,mba_analyst,2082.0,ru3000,3
c1939,ru_PDCE,Pdc Energy,Sr Financial Analyst,Denver,CO,mba_finance,2101.0,ru3000,3
c1940,ru_PEBO,Peoples Bank,Credit Analyst II,Munster,IN,mba_finance,2120.0,ru3000,3
c1941,ru_PEGI,Pattern Energy,Project Manager - Solar,La Jolla,CA,mba,2092.0,ru3000,3
c1942,ru_PFGC,Performance Food,Accounts Payable Analyst,Centennial,CO,mba_finance,2127.0,ru3000,3
c1943,ru_PFSW,Pfsweb,Credit Analyst,Allen,TX,mba_finance,2135.0,ru3000,3
c1944,ru_PI,Impinj,Senior Software Engineer - ItemSense,Seattle,WA,computer_science,1408.0,ru3000,3
c1945,ru_PICO,Pico,Project Manager - Faith In Housing,Los Angeles,CA,mba,2145.0,ru3000,3
c1946,ru_PK,Park Hotels & Resorts,Assistant Project Manager,Park,VA,mba,2084.0,ru3000,3
c1947,ru_PKBK,Parke Bank,Credit Analyst/ Credit Underwriter,Sewell,NJ,mba_finance,2087.0,ru3000,3
c1948,ru_PLNT,Planet Fitness,Business Analyst,Salem,NH,mba_analyst,2159.0,ru3000,3
c1949,ru_PLSE,Pulse Biosciences,Clinical Research Associate,Hayward,CA,data_science,2223.0,ru3000,3
c1950,ru_PLUG,Plug Power,Project Manager - Hydrogen Systems,Latham,NY,mba,2164.0,ru3000,3
c1951,ru_PNM,Pnm Resources,Generation Svcs Project Manager,Albuquerque,NM,mba,2166.0,ru3000,3
c1952,ru_PODD,Insulet,Software Engineer,San Diego,CA,computer_science,1442.0,ru3000,3
c1953,ru_PPBI,Pacific Premier Bank,Credit Analyst I,Riverside,CA,mba_finance,2069.0,ru3000,3
c1954,ru_PQG,PQ,Senior Financial Analyst,Malvern,PA,mba_finance,2181.0,ru3000,3
c1955,ru_PRGX,Prgx Global,Data Analyst,Atlanta,GA,mba_finance,2192.0,ru3000,3
c1956,ru_PRI,Primerica,Front End Developer,Duluth,GA,computer_science,2195.0,ru3000,3
c1957,ru_PRIM,Primoris,Project Manager,Marina del Rey,CA,mba,2197.0,ru3000,3
c1958,ru_PRK,Park National,Project Management Associate,Newark,OH,mba,2085.0,ru3000,3
c1959,ru_PVBC,Provident Bank,Credit Analyst II,Bethlehem,PA,mba_finance,2214.0,ru3000,3
c1960,ru_QES,Quintana Energy Services,Business Development Analyst,San Antonio,TX,mba_analyst,2251.0,ru3000,3
c1961,ru_QNST,Quinstreet,Senior Machine Learning Engineer,Foster City,CA,data_science,2250.0,ru3000,3
c1962,ru_QSII,Quality Systems,Project Manager - Infrastructure/Operations,Minneapolis-Saint Paul,MN,mba,2242.0,ru3000,3
c1963,ru_RAIL,Freightcar America,IT Programmer Analyst,Cherokee,AL,mba_analyst,1136.0,ru3000,3
c1964,ru_RAVN,Raven Industries,Senior Software Engineer,Sioux Falls,SD,computer_science,2267.0,ru3000,3
c1965,ru_RBNC,Reliant Bank,Project Manager & Systems Administrator,Franklin,TN,mba,2298.0,ru3000,3
c1966,ru_RCKT,Rocket Pharmaceuticals,Project Management - Manufacturing,New York,NY,mba,2336.0,ru3000,3
c1967,ru_RCKY,Rocky Brands,Analyst - Financial Reporting,Nelsonville,OH,mba_finance,2340.0,ru3000,3
c1968,ru_RCUS,Arcus Biosciences,Clinical Scientist,Hayward,CA,data_science,238.0,ru3000,3
c1969,ru_RDN,Radian,Analyst Software Engineer,Tampa,FL,computer_science,2257.0,ru3000,3
c1970,ru_RDNT,Radnet,Data Integrity Analyst,Rochester,NY,mba_finance,2260.0,ru3000,3
c1971,ru_REG,Regency Centers,Project Manager,Walnut Creek,CA,mba,2289.0,ru3000,3
c1972,ru_REIS,Reis,Programmer Analyst,Brooklyn Hts,OH,mba_finance,2296.0,ru3000,3
c1973,ru_REPH,Recro Pharma,Project Manager - Product Development,Gainesville,GA,mba,2281.0,ru3000,3
c1974,ru_REVG,REV,Data Scientist,Herndon,VA,data_science,2315.0,ru3000,3
c1975,ru_RGEN,Repligen,Field Application Scientist,Waltham,MA,data_science,2304.0,ru3000,3
c1976,ru_RHP,Ryman Hospitality Properties,Sr Financial Analyst - Financial Planning & Analysis,Nashville,TN,mba_finance,2361.0,ru3000,3
c1977,ru_RLI,RLI,Senior Software Engineer,Peoria,IL,computer_science,2332.0,ru3000,3
c1978,ru_RLJ,Rlj Lodging,Financial Analyst,Bethesda,MD,mba_finance,2333.0,ru3000,3
c1979,ru_RMAX,Re/Max,Sr Front-End Developer,Denver,CO,computer_science,2275.0,ru3000,3
c1980,ru_RMNI,Rimini Street,Sales Operations Analyst,Pleasanton,CA,mba_finance,2327.0,ru3000,3
c1981,ru_RMR,RMR,Analyst,Newton,MA,mba_finance,2334.0,ru3000,3
c1982,ru_RMTI,Rockwell Medical,Territory Business Manager,Wixom,MI,mba,2339.0,ru3000,3
c1983,ru_ROG,Rogers,Financial Analyst/Accountant,Jacksonville,FL,mba_finance,2341.0,ru3000,3
c1984,ru_ROSE,Rosehill Resources,Financial Reporting Analyst,Houston,TX,mba_finance,2345.0,ru3000,3
c1985,ru_RRC,Range Resources,Energy Marketing Analyst,Fort Worth,TX,mba_finance,2265.0,ru3000,3
c1986,ru_RTIX,Rti Surgical,Staff Engineer/Senior Scientist,Alachua,FL,data_science,2354.0,ru3000,3
c1987,ru_RVSB,Riverview Bank,Credit Analyst II,Marysville,PA,mba_finance,2331.0,ru3000,3
c1988,ru_RWT,Redwood Trust,Senior Quality Control Underwriting Analyst,Denver,CO,mba_analyst,2287.0,ru3000,3
c1989,ru_RYN,Rayonier,Credit Analyst,Jacksonville,FL,mba_finance,2270.0,ru3000,3
c1990,ru_SAFT,Safety Insurance,Quality Assurance Analyst,Boston,MA,mba_finance,2368.0,ru3000,3
c1991,ru_SAIA,Saia,Web Developer,Johns Creek,GA,computer_science,2372.0,ru3000,3
c1992,ru_SASR,Sandy Spring Bank,IT Analyst,Columbia,MD,mba_finance,2379.0,ru3000,3
c1993,ru_SBAC,Sba Communications,Project Management Office Manager,Boca Raton,FL,mba,2388.0,ru3000,3
c1994,ru_SBNY,Signature Bank,Cash Management Product Manager,New York,NY,mba,2456.0,ru3000,3
c1995,ru_SEMG,Semgroup,Product Marketing Accounting Manager,Tulsa,OK,mba,2423.0,ru3000,3
c1996,ru_SGRY,Surgery Partners,Financial Systems Software Engineer,Brentwood,TN,computer_science,2581.0,ru3000,3
