,list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7
1347,nasdaq_AVGO,Broadcom,13.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1348,nasdaq_VMW,Vmware,17.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1349,nasdaq_ADP,Automatic Data Processing,18.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1350,nasdaq_BIDU,Baidu,20.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1351,nasdaq_INFY,Infosys Limited,21.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1352,nasdaq_AABA,Altaba,24.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1355,nasdaq_NOK,Nokia,29.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1356,nasdaq_ETN,Eaton,35.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1357,nasdaq_SQ,Square,39.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1358,nasdaq_NXPI,NXP Semiconductors N.V.,41.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1359,nasdaq_WIT,Wipro Limited,42.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1362,nasdaq_INFO,IHS Markit,48.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1363,nasdaq_VRSN,VeriSign,49.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1366,nasdaq_DXC,DXC Technology Company,57.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1367,nasdaq_CHKP,Check Point Software Technologies,58.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1368,nasdaq_ANET,Arista Networks,59.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1369,nasdaq_SHOP,Shopify,61.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1370,nasdaq_WPP,WPP,63.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1371,nasdaq_VEEV,Veeva Systems,64.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1373,nasdaq_STM,STMicroelectronics N.V.,70.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1375,nasdaq_MTCH,Match Group,74.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1376,nasdaq_TTWO,Take-Two Interactive Software,75.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1377,nasdaq_SSNC,SS&C Technologies,76.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1379,nasdaq_MRVL,Marvell Technology Group,80.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1380,nasdaq_ASML,Asml N.V.,81.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1381,nasdaq_PTC,PTC,83.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1384,nasdaq_YNDX,Yandex N.V.,88.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1385,nasdaq_TWLO,Twilio,89.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1386,nasdaq_OTEX,Open Text,91.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1387,nasdaq_ATHM,Autohome,92.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1389,nasdaq_LN,LINE,95.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1390,nasdaq_IPG,Interpublic Group of Companies,96.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1391,nasdaq_DOX,Amdocs Limited,97.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1392,nasdaq_WUBA,58.com,98.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1393,nasdaq_NTNX,Nutanix,100.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1395,nasdaq_ULTI,The Ultimate Software Group,102.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1396,nasdaq_MFGP,Micro Focus Intl,103.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1397,nasdaq_ASX,ASE Technology,105.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1398,nasdaq_FDS,FactSet Research Systems,107.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1403,nasdaq_PAYC,Paycom Software,112.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1405,nasdaq_PAGS,PagSeguro Digital,114.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1408,nasdaq_PNR,Pentair,118.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1410,nasdaq_RNG,Ringcentral,120.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1411,nasdaq_IPGP,IPG Photonics,121.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1412,nasdaq_AER,Aercap N.V.,122.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1417,nasdaq_NATI,National Instruments,127.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1418,nasdaq_MIDD,The Middleby,129.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1419,nasdaq_STNE,StoneCo,130.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1421,nasdaq_LOGI,Logitech S.A.,132.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1422,nasdaq_TTD,The Trade Desk,133.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1425,nasdaq_ESTC,Elastic N.V.,137.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1427,nasdaq_TSG,The Stars Group,140.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1431,nasdaq_SWI,SolarWinds,146.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1432,nasdaq_CDAY,Ceridian HCM,147.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1434,nasdaq_WIX,Wix.com,150.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1435,nasdaq_PVTL,Pivotal Software,153.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1436,nasdaq_MLNX,Mellanox Technologies,154.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1437,nasdaq_NICE,NICE,155.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1438,nasdaq_GDI,Gardner Denver,156.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1440,nasdaq_UMC,United Microelectronics,160.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1441,nasdaq_GTES,Gates Industrial,161.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1443,nasdaq_FLEX,Flex,163.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1444,nasdaq_SMI,Semiconductor Manufacturing,164.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1445,nasdaq_PSTG,Pure Storage,165.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1446,nasdaq_SINA,Sina,166.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1447,nasdaq_NVT,nVent Electric,167.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1448,nasdaq_MOMO,Momo,168.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1450,nasdaq_HUYA,HUYA,170.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1452,nasdaq_INXN,InterXion N.V.,172.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1453,nasdaq_AL,Air Lease,173.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1454,nasdaq_PEGA,Pegasystems,174.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1455,nasdaq_AUO,AU Optronics,175.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1458,nasdaq_CARG,CarGurus,179.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1459,nasdaq_COUP,Coupa Software,180.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1461,nasdaq_SLAB,Silicon Laboratories,185.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1462,nasdaq_WB,Weibo,186.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1464,nasdaq_COMM,CommScope Company,188.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1466,nasdaq_JCOM,j2 Global,190.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1467,nasdaq_SMTC,Semtech,191.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1468,nasdaq_YY,YY,193.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1469,nasdaq_AAN,Aaron& 39 s,194.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1470,nasdaq_FEYE,FireEye,195.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1471,nasdaq_PCTY,Paylocity,196.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1472,nasdaq_ACIW,ACI Worldwide,197.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1474,nasdaq_ASGN,ASGN,199.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1476,nasdaq_PRSP,Perspecta,201.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1479,nasdaq_CLDR,Cloudera,204.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1481,nasdaq_VRNT,Verint Systems,206.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1482,nasdaq_TRTN,Triton Limited,208.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1483,nasdaq_CVLT,Commvault Systems,210.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1485,nasdaq_CYBR,CyberArk Software,212.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1486,nasdaq_SAIC,Science Applications International Corporation,213.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1493,nasdaq_AVLR,Avalara,220.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1495,nasdaq_FNSR,Finisar,223.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1496,nasdaq_JBT,John Bean Technologies,224.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1498,nasdaq_APY,Apergy,226.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1501,nasdaq_JOBS,51job,229.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1503,nasdaq_BL,BlackLine,231.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1504,nasdaq_SOGO,Sogou,232.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1505,nasdaq_SAIL,SailPoint Technologies,233.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1506,nasdaq_QTWO,Q2,234.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1509,nasdaq_DSGX,The Descartes Systems Group,237.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1511,nasdaq_GLOB,Globant S.A.,239.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1513,nasdaq_INOV,Inovalon,241.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1514,nasdaq_EPAY,Bottomline Technologies,242.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1519,nasdaq_UPWK,Upwork,248.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1520,nasdaq_MIME,Mimecast Limited,249.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1524,nasdaq_LXFT,Luxoft,253.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1529,nasdaq_WBT,Welbilt,261.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1530,nasdaq_CISN,Cision,262.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1534,nasdaq_SVMK,SVMK,267.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1535,nasdaq_SEDG,SolarEdge Technologies,268.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1537,nasdaq_CRTO,Criteo S.A.,270.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1538,nasdaq_PRGS,Progress Software,271.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1539,nasdaq_DIOD,Diodes,272.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1543,nasdaq_TSEM,Tower Semiconductor,276.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1546,nasdaq_MSTR,MicroStrategy,279.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1547,nasdaq_TTEC,TTEC,280.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1548,nasdaq_IPHI,Inphi,281.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1549,nasdaq_AYR,Aircastle Limited,282.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1550,nasdaq_BITA,Bitauto Limited,284.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1551,nasdaq_KLIC,Kulicke and Soffa Industries,285.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1552,nasdaq_INST,Instructure,286.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1553,nasdaq_GDS,GDS Limited,287.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1554,nasdaq_VRTU,Virtusa,288.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1555,nasdaq_OSIS,OSI Systems,289.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1556,nasdaq_SCWX,SecureWorks,290.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1557,nasdaq_SYNA,Synaptics,291.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1558,nasdaq_ATU,Actuant,292.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1562,nasdaq_DDD,3D Systems,297.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1563,nasdaq_SIMO,Silicon Motion Technology,298.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1564,nasdaq_SPXC,SPX,299.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1565,nasdaq_LPSN,LivePerson,300.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1566,nasdaq_MGRC,McGrath RentCorp,301.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1567,nasdaq_LTRPA,Liberty TripAdvisor,302.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1568,nasdaq_DAVA,Endava,303.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1569,nasdaq_LORL,Loral Space and Communications,304.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1570,nasdaq_AMBA,Ambarella,305.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1571,nasdaq_PRO,PROS,306.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1572,nasdaq_PSDO,Presidio,307.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1573,nasdaq_EFII,Electronics for Imaging,308.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1574,nasdaq_SYKE,Sykes Enterprises,309.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1575,nasdaq_CASA,Casa Systems,310.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1579,nasdaq_MTSI,MACOM Technology Solutions,314.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1580,nasdaq_CLS,Celestica,316.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1581,nasdaq_NXGN,NextGen Healthcare,317.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1582,nasdaq_TLND,Talend S.A.,318.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1583,nasdaq_SSYS,Stratasys,319.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1584,nasdaq_EIGI,Endurance Group,320.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1585,nasdaq_FORM,FormFactor,321.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1586,nasdaq_CSIQ,Canadian Solar,322.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1589,nasdaq_XPER,Xperi,326.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1590,nasdaq_TRUE,TrueCar,327.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1591,nasdaq_CARB,Carbonite,328.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1592,nasdaq_LSCC,Lattice Semiconductor,330.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1593,nasdaq_MCRN,Milacron,331.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1594,nasdaq_SXI,Standex,332.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1596,nasdaq_AGMH,AGM Group,335.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1597,nasdaq_KAI,Kadant,336.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1598,nasdaq_CTS,CTS,338.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1600,nasdaq_CMCM,Cheetah Mobile,340.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1603,nasdaq_BILI,Bilibili,344.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1604,nasdaq_JT,Jianpu Technology,345.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1605,nasdaq_SFUN,Fang Limited,346.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1606,nasdaq_CTK,CooTek,347.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1607,nasdaq_QADA,QAD,348.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1611,nasdaq_SPWR,SunPower,352.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1613,nasdaq_SOHU,Sohu.com Limited,354.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1614,nasdaq_EXTN,Exterran,355.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1615,nasdaq_PLAB,Photronics,356.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1616,nasdaq_TGH,Textainer Group Limited,357.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1617,nasdaq_TCX,Tucows,358.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1618,nasdaq_TYPE,Monotype Imaging,359.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1619,nasdaq_LASR,nLIGHT,361.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1620,nasdaq_HSII,Heidrick & Struggles,362.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1622,nasdaq_HMI,Huami,364.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1624,nasdaq_SPNS,Sapiens Corporation N.V.,366.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1625,nasdaq_QTNA,Quantenna Communications,367.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1627,nasdaq_CMTL,Comtech Telecommunications,369.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1628,nasdaq_VNET,21Vianet Group,370.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1630,nasdaq_SGH,SMART Global,372.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1631,nasdaq_RBBN,Ribbon Communications,373.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1632,nasdaq_OSPN,OneSpan,374.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1633,nasdaq_SWIR,Sierra Wireless,375.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1635,nasdaq_GILT,Gilat Satellite Networks,377.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1637,nasdaq_CAMP,CalAmp,379.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1639,nasdaq_JKS,JinkoSolar Company Limited,381.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1640,nasdaq_CAI,CAI,382.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1641,nasdaq_PKE,Park Electrochemical,383.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1642,nasdaq_NVEC,NVE,384.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1643,nasdaq_BBSI,Barrett Business Services,385.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1644,nasdaq_MODN,Model N,386.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1645,nasdaq_ATTU,Attunity,387.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1646,nasdaq_HIMX,Himax Technologies,388.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1647,nasdaq_ICHR,Ichor,389.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1649,nasdaq_KE,Kimball Electronics,391.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1651,nasdaq_ERII,Energy Recovery,393.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1652,nasdaq_SSTI,ShotSpotter,394.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1653,nasdaq_VECO,Veeco Instruments,395.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1654,nasdaq_MGIC,Magic Software Enterprises,396.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1655,nasdaq_CPSI,Computer Programs and Systems,397.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1657,nasdaq_UCTT,Ultra Clean,399.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1658,nasdaq_PHUN,Phunware,400.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1659,nasdaq_GTYH,GTY Technology,401.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1660,nasdaq_CYOU,Changyou.com Limited,402.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1662,nasdaq_SLP,Simulations Plus,404.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1663,nasdaq_MIXT,MiX Telematics Limited,405.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1664,nasdaq_MAXR,Maxar Technologies,406.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1665,nasdaq_KEYW,The KEYW,407.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1666,nasdaq_DQ,DAQO New Energy,408.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1667,nasdaq_GFN,General Finance,409.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1669,nasdaq_ZIXI,ZIX,411.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1670,nasdaq_NPTN,NeoPhotonics,412.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1671,nasdaq_MTLS,Materialise,413.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1672,nasdaq_AAOI,Applied Optoelectronics,414.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
