,list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7
3207,ru_KS,Kapstone Paper and Pack,1531.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3209,ru_FRAC,Keane,1536.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3210,ru_KRNY,Kearny Financial,1537.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3211,ru_KEM,Kemet,1540.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3212,ru_KW,Kennedy-Wilson,1543.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3213,ru_KERX,Keryx Biopharmaceuticals,1544.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3214,ru_KEG,Key Energy Services,1545.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3215,ru_KEYW,Keyw,1548.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3216,ru_KRC,Kilroy Realty,1550.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3217,ru_KBAL,Kimball,1552.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3218,ru_KMB,Kimberly Clark,1553.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3219,ru_KIM,Kimco Realty,1554.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3220,ru_KIN,Kindred Biosciences,1556.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3221,ru_KINS,Kingstone,1558.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3222,ru_KNSL,Kinsale Capital,1559.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3223,ru_KEX,Kirby,1560.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3224,ru_KIRK,Kirklands,1561.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3225,ru_KRG,Kite Realty Group Trust,1562.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3226,ru_KREF,Kkr Real Estate Finance,1563.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3227,ru_KLDX,Klondex Mines,1565.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3228,ru_KLXI,KLX,1566.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3229,ru_KMG,Kmg Chemicals,1567.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3230,ru_KNX,Knight-Swift Transport,1568.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3232,ru_KN,Knowles,1570.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3233,ru_KOP,Koppers,1573.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3234,ru_KOS,Kosmos Energy,1575.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3235,ru_KRA,Kraton,1576.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3236,ru_KTOS,Kratos Defense & Sec Sol,1577.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3237,ru_KRO,Kronos Worldwide,1579.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3238,ru_KURA,Kura Oncology,1580.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3239,ru_LJPC,La Jolla Pharmaceutical,1584.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3240,ru_LZB,La Z Boy,1585.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3241,ru_LH,Laboratory Corporation of America,1586.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3242,ru_LADR,Ladder Capital,1587.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3243,ru_LTS,Ladenburg Thalman Fin,1588.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3245,ru_LKFN,Lakeland Financial,1590.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3246,ru_LAMR,Lamar Advertising,1592.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3247,ru_LW,Lamb Weston,1593.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3248,ru_LANC,Lancaster Colony,1594.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3249,ru_LNDC,Landec,1595.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3250,ru_LE,Lands End,1596.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3251,ru_LSTR,Landstar Systems,1597.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3252,ru_LCI,Lannett,1598.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3253,ru_LNTH,Lantheus,1599.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3254,ru_LPI,Laredo Petroleum,1600.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3255,ru_LHO,Lasalle Hotel Properties,1602.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3256,ru_LAWS,Lawson Products,1605.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3257,ru_LCII,Lci Industries,1607.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3258,ru_LCNB,Lcnb,1608.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3259,ru_LFGR,Leaf,1609.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3260,ru_LTXB,Legacytexas Fin,1611.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3261,ru_LMAT,Lemaitre Vascular,1615.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3262,ru_LC,Lendingclub,1616.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3264,ru_LEVL,Level One Bank,1621.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3266,ru_LXP,Lexington Realty Trust,1623.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3267,ru_LGIH,Lgi Homes,1624.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3268,ru_LHCG,LHC,1625.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3269,ru_BATRA,Liberty Braves,1626.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3270,ru_LBRDA,Liberty Broadband,1628.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3271,ru_LEXEA,Liberty Expedia,1630.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3272,ru_FWONA,Liberty Formula 1,1631.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3273,ru_LILA,Liberty Latin America,1633.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3274,ru_LBRT,Liberty Oilfield Service,1635.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3275,ru_LPT,Liberty Property Trust,1636.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3276,ru_LSXMA,Liberty Siriusxm,1637.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3277,ru_LTRPA,Liberty Tripadvisor Hldg,1639.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3279,ru_LCUT,Lifetime Brands,1642.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3280,ru_LGND,Ligand Pharmaceuticals,1643.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3281,ru_LLEX,Lilis Energy,1644.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3282,ru_LLY,Lilly Eli & Company,1645.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3284,ru_LMNR,Limoneira,1647.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3285,ru_LIND,Lindblad Expeditions,1650.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3286,ru_LNN,Lindsay,1651.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3287,ru_LGF.A,Lions Gate Ent,1652.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3289,ru_LFUS,Littelfuse,1656.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3290,ru_LIVN,Livanova,1657.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3291,ru_LYV,Live Nation Ent,1658.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3292,ru_LOB,Live Oak Bancshares,1659.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3293,ru_LIVX,Livexlive Media,1661.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3294,ru_LORL,Loral Space & Communications,1666.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3295,ru_LPX,Louisiana Pacific,1667.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3296,ru_LOW,Lowes,1668.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3297,ru_LOXO,Loxo Oncology,1669.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3299,ru_LTC,Ltc Properties,1673.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3300,ru_LULU,Lululemon Athletica,1674.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3301,ru_LL,Lumber Liquidators,1675.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3302,ru_LITE,Lumentum,1676.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3303,ru_LMNX,Luminex,1677.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3304,ru_LBC,Luther Burbank,1678.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3306,ru_LYB,Lyondellbasell Inds,1680.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3307,ru_MTB,M & T Bank,1681.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3308,ru_MHO,M/I Homes,1682.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3309,ru_MCBC,Macatawa Bank,1683.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3310,ru_MAC,Macerich,1684.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3311,ru_CLI,Mack Cali Realty,1685.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3312,ru_MTSI,Macom Tech Solutions,1686.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3313,ru_MIC,Macquarie Infrastructure,1687.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3315,ru_M,Macys,1689.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3316,ru_SHOO,Madden Steven,1690.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3317,ru_MSG,Madison Square Garden,1691.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3318,ru_MDGL,Madrigal Pharmaceuticals,1692.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3319,ru_MHLD,Maiden,1694.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3320,ru_MBUU,Malibu Boats,1696.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3322,ru_MLVF,Malvern Bank,1698.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3323,ru_TUSK,Mammoth Energy Services,1699.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3324,ru_MANH,Manhattan Assocs,1700.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3325,ru_MTW,Manitowoc,1702.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3326,ru_MNKD,Mannkind,1703.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3328,ru_MCS,Marcus,1709.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3330,ru_MPX,Marine Products,1710.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3331,ru_HZO,Marinemax,1711.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3332,ru_MRNS,Marinus Pharmaceuticals,1712.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3333,ru_MKTX,Marketaxess,1714.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3334,ru_MRLN,Marlin Business,1715.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3335,ru_VAC,Marriott Vac World,1717.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3336,ru_MBII,Marrone Bio Innovations,1718.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3337,ru_MRTN,Marten Trans,1720.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3338,ru_MLM,Martin Marietta Mtls,1721.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3339,ru_MRVL,Marvell Technology,1722.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3341,ru_DOOR,Masonite,1725.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3342,ru_MTDR,Matador Res,1728.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3343,ru_MTCH,Match,1729.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3344,ru_MTRN,Materion,1730.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3346,ru_MATW,Matthews,1734.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3347,ru_MLP,Maui Land & Pineapple,1735.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3348,ru_MXIM,Maxim Integrated Prods,1737.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3349,ru_MXWL,Maxwell Technologies,1740.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3350,ru_MBFI,Mb Financial,1741.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3351,ru_MBI,Mbia,1742.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3352,ru_MBTF,Mbt Financial,1743.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3353,ru_MCFT,Mcbc,1744.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3354,ru_MKC,Mccormick & Company,1745.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3356,ru_MCD,Mcdonalds,1747.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3357,ru_MDU,Mdu Resources,1752.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3358,ru_MRT,Medequities Realty Trust,1753.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3359,ru_MPW,Medical Properties Trust,1754.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3360,ru_MDCO,Medicines,1755.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3361,ru_MNOV,Medicinova,1756.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3362,ru_MED,Medifast,1758.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3363,ru_MEDP,Medpace,1760.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3364,ru_MDT,Medtronic,1761.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3365,ru_MLNT,Melinta Therapeutics,1762.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3366,ru_MNLO,Menlo Therapeutics,1763.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3368,ru_MBIN,Merchants Bank,1765.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3369,ru_MRK,Merck & Company,1766.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3370,ru_MRCY,Mercury Systems,1768.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3371,ru_MDP,Meredith,1769.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3372,ru_EBSB,Meridian Bank,1770.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3373,ru_VIVO,Meridian Bioscience,1771.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3374,ru_MMSI,Merit Med Systems,1772.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3375,ru_MRSN,Mersana Therapeutics,1775.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3376,ru_MLAB,Mesa Labs,1776.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3377,ru_CASH,Meta Financial,1777.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3378,ru_MEI,Methode Electrs,1778.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3379,ru_MCB,Metropolitan Bank Holdin,1780.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3381,ru_MFA,Mfa Financial,1782.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3382,ru_MGEE,Mge Energy,1783.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3383,ru_MTG,Mgic Investment,1784.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3384,ru_MGPI,Mgp Ingredients,1786.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3386,ru_MIK,Michaels Inc/The,1788.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3387,ru_MPB,Mid Penn Bank,1793.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3388,ru_MAA,Mid-America Apt Communities,1794.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3389,ru_MBCN,Middlefield Banc,1796.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3390,ru_MSEX,Middlesex Water,1797.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3391,ru_MSBI,Midland States Bank,1798.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3392,ru_MSL,Midsouth Bank,1799.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3393,ru_MPO,Midstates Petroleum,1800.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3394,ru_MOFG,Midwestone Financial,1801.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3395,ru_MLR,Miller Industries,1803.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3396,ru_MDXG,Mimedx,1804.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3398,ru_NERV,Minerva Neurosciences,1807.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3399,ru_MGEN,Miragen Therapeutics,1808.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3400,ru_MRTX,Mirati Therapeutics,1809.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3401,ru_MG,Mistras,1810.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3404,ru_MOD,Modine Manufacturing,1816.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3405,ru_MTEM,Molecular Templates,1819.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3407,ru_MCRI,Monarch Casino & Resort,1823.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3408,ru_MGI,Moneygram,1825.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3409,ru_MNR,Monmouth Real Estate,1826.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3410,ru_TYPE,Monotype Imaging Hldg,1828.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3412,ru_INNT,Monster Digital,1831.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3413,ru_MCO,Moodys,1832.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3415,ru_MOS,Mosaic Company,1836.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3416,ru_MPAA,Motorcar Pts America,1837.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3417,ru_MOV,Movado,1839.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3418,ru_MSA,Msa Safety,1841.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3419,ru_MSM,Msc Indl Direct,1842.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3421,ru_MSGN,Msg Networks,1844.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3422,ru_MTSC,Mts Systems,1846.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3423,ru_MWA,Mueller Wtr Prods,1848.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3424,ru_LABL,Multi Color,1849.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3425,ru_MBIO,Mustang Bio,1852.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3426,ru_MFSF,Mutualfirst Financial,1853.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3427,ru_MVBF,Mvb Financial,1854.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3428,ru_MYE,Myers Industries,1855.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3429,ru_MYL,Mylan,1856.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3431,ru_MYRG,MYR,1858.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3434,ru_NC,Nacco Industries,1861.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3435,ru_NANO,Nanometrics,1862.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3436,ru_NSTG,Nanostring Tech,1863.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3437,ru_NK,Nantkwest,1865.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3438,ru_NSSC,Napco Sec Technologies,1866.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3440,ru_NATH,Nathans Famous,1869.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3442,ru_NKSH,National Bankshares,1871.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3443,ru_FIZZ,National Beverage,1872.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3445,ru_NCOM,National Comm,1874.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3446,ru_NFG,National Fuel Gas,1875.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3447,ru_NGHC,National Gen,1876.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3448,ru_NHI,National Health Invs,1877.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3449,ru_NHC,National Healthcare,1878.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3450,ru_NATI,National Instrs,1879.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3451,ru_NPK,National Presto Inds,1881.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3452,ru_NRC,National Research,1882.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3453,ru_NNN,National Retail Properties,1883.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3454,ru_NSA,National Storage Affil,1884.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3456,ru_NWLI,National Western Life,1886.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3457,ru_NGS,Natural Gas Services,1888.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3458,ru_NGVC,Natural Grocers Vita Ctg,1889.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3459,ru_NHTC,Natural Health Trends,1890.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3460,ru_NATR,Natures Sunshine Prods,1891.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3461,ru_BABY,Natus Medical,1892.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3462,ru_NLS,Nautilus,1893.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3464,ru_NAVG,Navigators,1896.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3467,ru_NCSM,Ncs Multistage Hold,1901.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3468,ru_NP,Neenah,1902.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3469,ru_NKTR,Nektar Therapeutics,1903.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3470,ru_NNI,Nelnet,1904.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3471,ru_NEOG,Neogen,1905.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3472,ru_NEO,Neogenomics,1906.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3473,ru_NEOS,Neos Therapeutics,1908.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3475,ru_NBIX,Neurocrine Biosciences,1913.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3476,ru_NVRO,Nevro,1914.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
3477,ru_NWHM,New Home Company,1915.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
