web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
23andMe,"Scientist I/II, Biology","South San Francisco, CA 94080",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"South San Francisco, CA",True,South San Francisco,CA,Scientist I/II - Biology,23,1.0
23andMe,"Senior Manager, Corporate Accounting","Mountain View, CA 94041",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,False,8.0,"Mountain View, CA",True,Mountain View,CA,Senior Manager - Corporate Accounting,36,1.0
23andMe,"Scientist, Population Genetics","Mountain View, CA 94041",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"Mountain View, CA",True,Mountain View,CA,Scientist - Population Genetics,30,2.0
23andMe,"Scientist, Population Genetics","Mountain View, CA 94041",machine learning,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"Mountain View, CA",True,Mountain View,CA,Scientist - Population Genetics,30,3.0
23andMe,"Scientist, Computational Biology","South San Francisco, CA 94080",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"South San Francisco, CA",True,South San Francisco,CA,Scientist - Computational Biology,32,4.0
23andMe,"Scientist, Small Molecule Drug Discovery","South San Francisco, CA 94080",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"South San Francisco, CA",True,South San Francisco,CA,Scientist - Small Molecule Drug Discovery,40,5.0
23andMe,Scientist / Senior Scientist - Health R&D,"Mountain View, CA 94041",machine learning,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"Mountain View, CA",True,Mountain View,CA,Scientist / Senior Scientist - Health R&D,41,6.0
23andMe,Scientist / Senior Scientist - Statistical Genetics,"Mountain View, CA 94041",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"Mountain View, CA",True,Mountain View,CA,Scientist / Senior Scientist - Statistical Genetics,51,7.0
23andMe,"Scientist / Sr. Scientist, Preclinical Pharmacokinetics and Clinical Pharmacology","South San Francisco, CA 94080",data scientist,data_science,23andMe,glassdoor_25,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",23andMe,True,False,9.0,0.0,False,False,0.0,True,8.0,"South San Francisco, CA",True,South San Francisco,CA,Scientist / Sr Scientist - Preclinical Pharmacokinetics and Clinical Pharmacology,81,8.0
3M,"Data Engineer ∞ (Maplewood, MN)","Maplewood, MN",data scientist,data_science,3M,f1000_93,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",3M,True,False,18.0,0.0,False,False,6.0,True,4.0,"Maplewood, MN",True,Maplewood,MN,Data Engineer,31,1.0
