list_id,company,job_keyword,url,date
f1000_157,Supervalu,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ASupervalu&l=Anywhere&jt=fulltime,2019-01-18
f1000_157,Supervalu,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ASupervalu&l=Anywhere&jt=fulltime,2019-01-18
f1000_164,General Mills,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AGeneral+Mills&l=Anywhere&jt=fulltime,2019-01-18
f1000_166,American Electric Power,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AAmerican+Electric+Power&l=Anywhere&jt=fulltime,2019-01-18
f1000_167,Icahn Enterprises,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AIcahn+Enterprises&l=Anywhere&jt=fulltime,2019-01-18
f1000_167,Icahn Enterprises,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AIcahn+Enterprises&l=Anywhere&jt=fulltime,2019-01-18
f1000_168,Nucor,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ANucor&l=Anywhere&jt=fulltime,2019-01-18
f1000_168,Nucor,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ANucor&l=Anywhere&jt=fulltime,2019-01-18
f1000_170,Performance Food,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3APerformance+Food&l=Anywhere&jt=fulltime,2019-01-18
f1000_171,PBF Energy,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3APBF+Energy&l=Anywhere&jt=fulltime,2019-01-18
f1000_171,PBF Energy,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3APBF+Energy&l=Anywhere&jt=fulltime,2019-01-18
f1000_172,Halliburton,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AHalliburton&l=Anywhere&jt=fulltime,2019-01-18
f1000_174,Freeport-McMoRan,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AFreeport-McMoRan&l=Anywhere&jt=fulltime,2019-01-18
f1000_174,Freeport-McMoRan,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AFreeport-McMoRan&l=Anywhere&jt=fulltime,2019-01-18
f1000_175,Whole Foods Market,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AWhole+Foods+Market&l=Anywhere&jt=fulltime,2019-01-18
f1000_176,Bank of New York Mellon,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ABank+of+New+York+Mellon&l=Anywhere&jt=fulltime,2019-01-18
f1000_176,Bank of New York Mellon,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ABank+of+New+York+Mellon&l=Anywhere&jt=fulltime,2019-01-18
f1000_178,Omnicom,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AOmnicom&l=Anywhere&jt=fulltime,2019-01-18
f1000_178,Omnicom,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AOmnicom&l=Anywhere&jt=fulltime,2019-01-18
f1000_179,Genuine Parts,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AGenuine+Parts&l=Anywhere&jt=fulltime,2019-01-18
f1000_179,Genuine Parts,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AGenuine+Parts&l=Anywhere&jt=fulltime,2019-01-18
f1000_180,DaVita,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ADaVita&l=Anywhere&jt=fulltime,2019-01-18
f1000_181,Colgate-Palmolive,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AColgate-Palmolive&l=Anywhere&jt=fulltime,2019-01-18
f1000_183,Goodyear Tire & Rubber,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AGoodyear+Tire+%26+Rubber&l=Anywhere&jt=fulltime,2019-01-18
f1000_183,Goodyear Tire & Rubber,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AGoodyear+Tire+%26+Rubber&l=Anywhere&jt=fulltime,2019-01-18
f1000_184,Synchrony Financial,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ASynchrony+Financial&l=Anywhere&jt=fulltime,2019-01-18
f1000_188,INTL FCStone,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AINTL+FCStone&l=Anywhere&jt=fulltime,2019-01-18
f1000_188,INTL FCStone,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AINTL+FCStone&l=Anywhere&jt=fulltime,2019-01-18
f1000_190,XPO Logistics,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AXPO+Logistics&l=Anywhere&jt=fulltime,2019-01-18
f1000_191,Aramark,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AAramark&l=Anywhere&jt=fulltime,2019-01-18
f1000_191,Aramark,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AAramark&l=Anywhere&jt=fulltime,2019-01-18
f1000_193,AES,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AAES&l=Anywhere&jt=fulltime,2019-01-18
f1000_194,WellCare Health Plans,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AWellCare+Health+Plans&l=Anywhere&jt=fulltime,2019-01-18
f1000_194,WellCare Health Plans,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AWellCare+Health+Plans&l=Anywhere&jt=fulltime,2019-01-18
f1000_195,FirstEnergy,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AFirstEnergy&l=Anywhere&jt=fulltime,2019-01-18
f1000_195,FirstEnergy,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AFirstEnergy&l=Anywhere&jt=fulltime,2019-01-18
f1000_197,Synnex,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ASynnex&l=Anywhere&jt=fulltime,2019-01-18
f1000_197,Synnex,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ASynnex&l=Anywhere&jt=fulltime,2019-01-18
f1000_198,CDW,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ACDW&l=Anywhere&jt=fulltime,2019-01-18
f1000_199,Textron,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ATextron&l=Anywhere&jt=fulltime,2019-01-18
f1000_200,Waste Management,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AWaste+Management&l=Anywhere&jt=fulltime,2019-01-18
f1000_202,Office Depot,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AOffice+Depot&l=Anywhere&jt=fulltime,2019-01-18
f1000_202,Office Depot,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AOffice+Depot&l=Anywhere&jt=fulltime,2019-01-18
f1000_207,Newell Brands,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ANewell+Brands&l=Anywhere&jt=fulltime,2019-01-18
f1000_208,Land O'Lakes,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ALand+O%27Lakes&l=Anywhere&jt=fulltime,2019-01-18
f1000_209,Marsh & McLennan,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AMarsh+%26+McLennan&l=Anywhere&jt=fulltime,2019-01-18
f1000_212,Loews,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ALoews&l=Anywhere&jt=fulltime,2019-01-18
f1000_212,Loews,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ALoews&l=Anywhere&jt=fulltime,2019-01-18
f1000_214,Kinder Morgan,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AKinder+Morgan&l=Anywhere&jt=fulltime,2019-01-18
f1000_214,Kinder Morgan,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AKinder+Morgan&l=Anywhere&jt=fulltime,2019-01-18
f1000_215,Kellogg,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AKellogg&l=Anywhere&jt=fulltime,2019-01-18
f1000_215,Kellogg,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AKellogg&l=Anywhere&jt=fulltime,2019-01-18
f1000_217,Guardian Life Ins. Co. of America,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AGuardian+Life+Ins.+Co.+of+America&l=Anywhere&jt=fulltime,2019-01-18
f1000_217,Guardian Life Ins. Co. of America,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AGuardian+Life+Ins.+Co.+of+America&l=Anywhere&jt=fulltime,2019-01-18
f1000_218,Ross Stores,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ARoss+Stores&l=Anywhere&jt=fulltime,2019-01-18
f1000_218,Ross Stores,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ARoss+Stores&l=Anywhere&jt=fulltime,2019-01-18
f1000_219,L Brands,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AL+Brands&l=Anywhere&jt=fulltime,2019-01-18
f1000_220,J.C. Penney,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AJ.C.+Penney&l=Anywhere&jt=fulltime,2019-01-18
f1000_221,Farmers Insurance Exchange,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AFarmers+Insurance+Exchange&l=Anywhere&jt=fulltime,2019-01-18
f1000_221,Farmers Insurance Exchange,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AFarmers+Insurance+Exchange&l=Anywhere&jt=fulltime,2019-01-18
f1000_222,Reynolds American,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AReynolds+American&l=Anywhere&jt=fulltime,2019-01-18
f1000_226,Principal Financial,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3APrincipal+Financial&l=Anywhere&jt=fulltime,2019-01-18
f1000_226,Principal Financial,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3APrincipal+Financial&l=Anywhere&jt=fulltime,2019-01-18
