web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
Dana-Farber Cancer Institute,Mgr Research Operations,"Boston, MA 02115 (Fenway-Kenmore area)",quantitative finance,quant,Dana,f1000_446,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Dana-Farber Cancer Institute,False,True,0.0,4.0,False,False,0.0,True,1.0,"Boston, MA",True,Boston,MA,Mgr Research Operations,23,1.0
Deloitte,Data Scientist,"Washington, DC",data scientist,data_science,Deloitte,vault_203,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",Deloitte,True,False,18.0,0.0,False,True,11.0,False,3.0,"Washington, DC",True,Washington,DC,Data Scientist,14,1.0
Discover Financial Services,Principal Data Analyst,"Riverwoods, IL",quantitative analyst,quant,Discover Financial Services,f1000_276,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Discover Financial Services,True,False,18.0,0.0,False,False,0.0,True,2.0,"Riverwoods, IL",True,Riverwoods,IL,Principal Data Analyst,22,1.0
"Discovery Communications, LLC",Senior Manager- Data Science,"New York, NY 10022 (Midtown area)",quantitative finance,quant,Discovery Communications,f1000_411,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Discovery Communications LLC,False,True,0.0,6.0,False,False,0.0,True,1.0,"New York, NY",True,New York,NY,Senior Manager - Data Science,28,1.0
DocuSign,"Director, Product Data Science","San Francisco, CA 94105 (Financial District area)",quantitative finance,quant,DocuSign,nasdaq_DOCU,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",DocuSign,True,False,8.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Director - Product Data Science,30,1.0
Dropbox,Data Analyst - Growth,"San Francisco, CA 94102 (Downtown area)",quantitative finance,quant,Dropbox,nasdaq_DBX,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Dropbox,True,False,14.0,0.0,False,False,0.0,True,2.0,"San Francisco, CA",True,San Francisco,CA,Data Analyst - Growth,21,1.0
EY,Senior Business Analyst,"Nashville, TN",business analyst,mba,EY,vault_198,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",EY,True,False,27.0,0.0,False,True,2.0,False,13.0,"Nashville, TN",True,Nashville,TN,Senior Business Analyst,23,1.0
Engility,Data Analyst (TS/SCI with Polygraph),"Chantilly, VA 20151",quantitative analyst,quant,Engility,f1000_914,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Engility,True,False,9.0,0.0,False,False,0.0,True,1.0,"Chantilly, VA",True,Chantilly,VA,Data Analyst,36,1.0
Equifax,Data Scientist,"Atlanta, GA 30309 (Midtown area)",quantitative analyst,quant,Equifax,f1000_702,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Equifax,True,False,16.0,0.0,False,False,0.0,True,3.0,"Atlanta, GA",True,Atlanta,GA,Data Scientist,14,1.0
Equity Residential,Data Scientist,"Chicago, IL 60606 (Loop area)",quantitative finance,quant,Equity Residential,f1000_824,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Equity Residential,True,False,1.0,0.0,False,False,0.0,True,1.0,"Chicago, IL",True,Chicago,IL,Data Scientist,14,1.0
Exelon,Sr Quantitative Analyst,"Baltimore, MD",quantitative finance,quant,Exelon,f1000_88,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Exelon,True,False,6.0,0.0,False,True,1.0,False,1.0,"Baltimore, MD",True,Baltimore,MD,Sr Quantitative Analyst,23,1.0
"S.F.EXPRESS CO.,LTD.",Market Research Analyst,"Hawthorne, CA",quantitative analyst,quant,Express,f1000_892,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",S F Express Co Ltd ,False,True,0.0,18.0,False,False,0.0,True,6.0,"Hawthorne, CA",True,Hawthorne,CA,Market Research Analyst,23,1.0
"FTI Consulting, Inc.","Senior Consultant, Data & Analytics","Chicago, IL 60606 (Loop area)",quantitative finance,quant,FTI Consulting,f1000_994,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",FTI Consulting Inc ,False,True,0.0,10.0,False,False,0.0,True,1.0,"Chicago, IL",True,Chicago,IL,Senior Consultant - Data & Analytics,35,1.0
Facebook,Quantitative UX Researcher,"Seattle, WA 98101 (Downtown area)",quantitative analyst,quant,Facebook,f1000_97,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Facebook,True,False,18.0,0.0,False,True,1.0,False,6.0,"Seattle, WA",True,Seattle,WA,Quantitative UX Researcher,26,1.0
Fannie Mae,Quantitative Modeler,"Washington, DC 20022 (Brentwood area)",quantitative finance,quant,Fannie Mae,f1000_19,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Fannie Mae,True,False,10.0,0.0,False,True,1.0,False,2.0,"Washington, DC",True,Washington,DC,Quantitative Modeler,20,1.0
Fifth Third Bank,Quant Analyst II.,"Chicago, IL 60601 (Loop area)",quant,quant,Fifth Third Bank,f1000_388,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Fifth Third Bank,True,False,16.0,0.0,False,True,8.0,False,0.0,"Chicago, IL",True,Chicago,IL,Quant Analyst II,17,1.0
First Republic Bank,Quantitative Analyst,"San Francisco, CA 94104 (Financial District area)",quantitative finance,quant,First Republic Bank,f1000_841,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",First Republic Bank,True,False,13.0,0.0,False,True,3.0,False,4.0,"San Francisco, CA",True,San Francisco,CA,Quantitative Analyst,20,1.0
Ford Motor Company,"Quantitative Analyst/Statistician, Data Science","Dearborn, MI 48126",quantitative analyst,quant,Ford Motor,f1000_9,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Ford Motor Company,False,True,0.0,10.0,False,True,1.0,False,6.0,"Dearborn, MI",True,Dearborn,MI,Quantitative Analyst/Statistician - Data Science,47,1.0
Freddie Mac,Quantitative Analytics Senior,"McLean, VA 22102",quantitative finance,quant,Freddie Mac,f1000_38,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Freddie Mac,True,False,19.0,0.0,False,True,8.0,False,1.0,"McLean, VA",True,McLean,VA,Quantitative Analytics Senior,29,1.0
Frontier Communications Corporation,Senior Data Scientist,"Norwalk, CT 06851",quantitative analyst,quant,Frontier Communications,f1000_312,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Frontier Communications Corporation,False,True,0.0,1.0,False,False,0.0,True,1.0,"Norwalk, CT",True,Norwalk,CT,Senior Data Scientist,21,1.0
"GAP Solutions, Inc.",Scientific Program Analyst - Vaccine Research,"Rockville, MD 20852",quantitative analyst,quant,Gap,f1000_177,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",GAP Solutions Inc ,False,True,0.0,13.0,False,False,0.0,True,2.0,"Rockville, MD",True,Rockville,MD,Scientific Program Analyst - Vaccine Research,45,1.0
Gartner,"Sr. Director, Quantitative Analytics - FLORS","Arlington, VA 22203 (Bluemont area)",quantitative finance,quant,Gartner,f1000_820,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Gartner,True,False,17.0,0.0,False,True,2.0,False,5.0,"Arlington, VA",True,Arlington,VA,Sr Director - Quantitative Analytics - FLORS,44,1.0
GEICO,Data Analyst,"Chevy Chase, MD",quantitative analyst,quant,Geico,f1000_1,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Geico,True,False,7.0,0.0,False,False,0.0,True,2.0,"Chevy Chase, MD",True,Chevy Chase,MD,Data Analyst,12,1.0
General Electric,Senior Data Scientist,"Boston, MA 02212 (Central area)",quantitative analyst,quant,General Electric,f1000_12,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",General Electric,True,False,14.0,0.0,False,False,0.0,True,2.0,"Boston, MA",True,Boston,MA,Senior Data Scientist,21,1.0
Glu Mobile,Senior Data Analyst,"San Francisco, CA",quantitative analyst,quant,Glu Mobile,nasdaq_GLUU,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Glu Mobile,True,False,2.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Senior Data Analyst,19,1.0
GoDaddy,Data Scientist - Statistical Modeling and Inference,"Gilbert, AZ",quantitative finance,quant,GoDaddy,f1000_979,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",GoDaddy,True,False,8.0,0.0,False,False,0.0,True,1.0,"Gilbert, AZ",True,Gilbert,AZ,Data Scientist - Statistical Modeling and Inference,51,1.0
Goldman Sachs,Quant Developer – FICC SMM,"New York, NY 10282 (Tribeca area)",quant,quant,Goldman Sachs,f1000_77,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Goldman Sachs,True,False,27.0,0.0,False,True,6.0,False,3.0,"New York, NY",True,New York,NY,Quant Developer FICC SMM,26,1.0
Google,"Data Scientist/Quantitative Analyst, Revenue Strategy and Operations","Redwood City, CA 94063",quantitative analyst,quant,Google,glassdoor_57,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Google,True,False,19.0,0.0,False,True,2.0,False,5.0,"Redwood City, CA",True,Redwood City,CA,Data Scientist/Quantitative Analyst - Revenue Strategy and Operations,68,1.0
Grand Rounds,Data Science Manager,"San Francisco, CA 94107 (South Of Market area)",quantitative analyst,quant,Grand Rounds,glassdoor_17,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Grand Rounds,True,False,5.0,0.0,False,False,0.0,True,2.0,"San Francisco, CA",True,San Francisco,CA,Data Science Manager,20,1.0
