web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
3M,"HR Workforce Analytics Data Scientist (Maplewood, MN)","Maplewood, MN",quantitative finance,quant,3M,f1000_93,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",3M,True,False,3.0,0.0,False,False,0.0,True,1.0,"Maplewood, MN",True,Maplewood,MN,HR Workforce Analytics Data Scientist,53,1.0
Abbott Laboratories,Senior Manager - Data Analytics,"Columbus, OH 43215 (Downtown area)",quantitative finance,quant,Abbott Laboratories,f1000_134,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Abbott Laboratories,True,False,6.0,0.0,False,False,0.0,True,2.0,"Columbus, OH",True,Columbus,OH,Senior Manager - Data Analytics,31,1.0
Accenture,Guidewire Business Analyst,"New York, NY 10011 (Chelsea area)",business analyst,mba,Accenture,vault_109,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Accenture,True,False,27.0,0.0,False,True,12.0,False,13.0,"New York, NY",True,New York,NY,Guidewire Business Analyst,26,1.0
Acquia,"Manager, UX Research","Boston, MA",quantitative analyst,quant,Acquia,forbes_48,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Acquia,True,False,1.0,0.0,False,False,0.0,True,1.0,"Boston, MA",True,Boston,MA,Manager - UX Research,20,1.0
Aetna,Lead Data Scientist - 54594BR,"Hartford, CT 06156",quantitative finance,quant,Aetna,f1000_42,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Aetna,True,False,3.0,0.0,False,False,0.0,True,1.0,"Hartford, CT",True,Hartford,CT,Lead Data Scientist - 54594BR,29,1.0
AFLAC,Head of Quantitative Risk,"New York, NY",quantitative analyst,quant,Aflac,f1000_125,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Aflac,True,False,10.0,0.0,False,True,1.0,False,2.0,"New York, NY",True,New York,NY,Head of Quantitative Risk,25,1.0
University HealthCare Alliance,Healthcare Data Analyst,"Oakland, CA",quantitative analyst,quant,Alliance,f1000_955,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",University HealthCare Alliance,False,True,0.0,16.0,False,False,0.0,True,1.0,"Oakland, CA",True,Oakland,CA,Healthcare Data Analyst,23,1.0
Allstate,Experienced Quantitative Analyst - Insurance Modeling (Remote Opportunities),"Chicago, IL 60290 (Loop area)",quantitative finance,quant,Allstate,f1000_83,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Allstate,True,False,18.0,0.0,False,True,1.0,False,7.0,"Chicago, IL",True,Chicago,IL,Experienced Quantitative Analyst - Insurance Modeling,76,1.0
Ally Financial Inc.,Data Scientist,"Charlotte, NC 28217 (Olde Whitehall area)",quantitative finance,quant,Ally Financial,f1000_285,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Ally Financial Inc ,False,True,0.0,18.0,False,False,0.0,True,2.0,"Charlotte, NC",True,Charlotte,NC,Data Scientist,14,1.0
Alvarez & Marsal,Systems Analyst,"New York, NY 10022 (Midtown area)",business analyst,mba,Alvarez & Marsal,vault_119,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Alvarez & Marsal,True,False,24.0,0.0,False,False,0.0,True,8.0,"New York, NY",True,New York,NY,Systems Analyst,15,1.0
Amazon.com,Data Scientist,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Amazon com,False,True,0.0,19.0,False,False,0.0,True,4.0,"Seattle, WA",True,Seattle,WA,Data Scientist,14,1.0
American Express,Analyst-Compliance - Financial Crimes Research Scientist,"New York, NY",quantitative analyst,quant,American Express,f1000_85,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",American Express,True,False,17.0,1.0,False,False,0.0,True,3.0,"New York, NY",True,New York,NY,Analyst-Compliance - Financial Crimes Research Scientist,56,1.0
American Greetings,Quantitative Analyst I,"Westlake, OH 44145",quantitative analyst,quant,American Greetings,f1000_964,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",American Greetings,True,False,5.0,0.0,False,True,1.0,False,0.0,"Westlake, OH",True,Westlake,OH,Quantitative Analyst I,22,1.0
Amgen,Core Data Scientist,"Thousand Oaks, CA 91320",quantitative finance,quant,Amgen,f1000_122,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Amgen,True,False,8.0,0.0,False,False,0.0,True,1.0,"Thousand Oaks, CA",True,Thousand Oaks,CA,Core Data Scientist,19,1.0
Systems Planning and Analysis,UWSD18-406: Financial Analyst II,"Pensacola, FL",financial analyst,mba,Analysis,vault_118,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Systems Planning and Analysis,False,True,0.0,27.0,False,True,3.0,False,19.0,"Pensacola, FL",True,Pensacola,FL,UWSD18-406 Financial Analyst II,32,1.0
Apple,Data Analyst,"Austin, TX",quantitative finance,quant,Apple,f1000_2,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Apple,True,False,18.0,0.0,False,False,0.0,True,8.0,"Austin, TX",True,Austin,TX,Data Analyst,12,1.0
Atlassian,Program Manager for Data Center Customer Retention,"San Francisco, CA 94110 (Mission area)",quantitative analyst,quant,Atlassian,nasdaq_TEAM,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Atlassian,True,False,1.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Program Manager for Data Center Customer Retention,50,1.0
BAIN & COMPANY,Agile Project Manager,"Boston, MA 02116 (South End area)",project manager,mba,Bain & Company,vault_101,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Bain & Company,True,False,6.0,0.0,False,True,1.0,False,1.0,"Boston, MA",True,Boston,MA,Agile Project Manager,21,1.0
Robert W. Baird,Financial Analyst - FP&A,"Milwaukee, WI",financial analyst,mba,Baird,vault_185,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Robert W Baird,False,True,0.0,27.0,False,True,1.0,False,14.0,"Milwaukee, WI",True,Milwaukee,WI,Financial Analyst - FP&A,24,1.0
Bank of America,Quantitative Analyst II,"Charlotte, NC 28255 (Wilmore area)",quantitative analyst,quant,Bank of America,f1000_25,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Bank of America,True,False,26.0,0.0,False,True,14.0,False,0.0,"Charlotte, NC",True,Charlotte,NC,Quantitative Analyst II,23,1.0
Becton Dickinson & Company,Senior Manager Data Science,"San Diego, CA",quantitative analyst,quant,Becton Dickinson,f1000_224,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Becton Dickinson & Company,False,True,0.0,5.0,False,False,0.0,True,1.0,"San Diego, CA",True,San Diego,CA,Senior Manager Data Science,27,1.0
BlackRock,Index and Data Relationship Manager,"New York, NY 10055 (Midtown area)",quantitative finance,quant,BlackRock,f1000_254,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",BlackRock,True,False,8.0,0.0,False,False,0.0,True,1.0,"New York, NY",True,New York,NY,Index and Data Relationship Manager,35,1.0
Blizzard Entertainment,"Analyst, Business Data Platform","Irvine, CA 92623",quantitative finance,quant,Blizzard Entertainment,glassdoor_91,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Blizzard Entertainment,True,False,4.0,0.0,False,False,0.0,True,2.0,"Irvine, CA",True,Irvine,CA,Analyst - Business Data Platform,31,1.0
BOEING,Corporate Citizenship Data Analyst,"Chicago, IL 60606-1596",quantitative analyst,quant,Boeing,f1000_23,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Boeing,True,False,4.0,0.0,False,False,0.0,True,1.0,"Chicago, IL",True,Chicago,IL,Corporate Citizenship Data Analyst,34,1.0
Booz Allen Hamilton,"Data Analyst, Mid","Buckley AFB, CO",quantitative analyst,quant,Booz Allen Hamilton,f1000_480,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Booz Allen Hamilton,True,False,9.0,0.0,False,False,0.0,True,3.0,"Buckley AFB, CO",True,Buckley AFB,CO,Data Analyst - Mid,17,1.0
Brown Brothers Harriman,Finance Business Analyst II,"New York, NY",business analyst,mba,Brown Brothers Harriman,vault_199,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Brown Brothers Harriman,True,False,27.0,0.0,False,True,2.0,False,13.0,"New York, NY",True,New York,NY,Finance Business Analyst II,27,1.0
CACI,Sr. Navy/USMC AIS Analyst,"San Diego, CA 92155",quantitative analyst,quant,CACI,f1000_614,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CACI,True,False,16.0,0.0,False,False,0.0,True,1.0,"San Diego, CA",True,San Diego,CA,Sr Navy/USMC AIS Analyst,25,1.0
CBRE,Data Analyst,"Cincinnati, OH 45202 (Mount Adams area)",quantitative analyst,quant,CBRE,f1000_213,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CBRE,True,False,18.0,0.0,False,False,0.0,True,9.0,"Cincinnati, OH",True,Cincinnati,OH,Data Analyst,12,1.0
CIT Group,"VP, Quantitative Liquidity Management","Pasadena, CA 91103",quantitative finance,quant,CIT,f1000_549,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CIT Group,False,True,0.0,5.0,False,True,2.0,False,0.0,"Pasadena, CA",True,Pasadena,CA,VP - Quantitative Liquidity Management,37,1.0
CVS Health,"Analytics, Data Engineer","Woonsocket, RI",quantitative analyst,quant,CVS Health,f1000_6,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CVS Health,True,False,18.0,0.0,False,False,0.0,True,4.0,"Woonsocket, RI",True,Woonsocket,RI,Analytics - Data Engineer,24,1.0
CarGurus,Senior Product Data Analyst,"Cambridge, MA 02138 (West Cambridge area)",quantitative finance,quant,CarGurus,nasdaq_CARG,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CarGurus,True,False,4.0,0.0,False,False,0.0,True,4.0,"Cambridge, MA",True,Cambridge,MA,Senior Product Data Analyst,27,1.0
CarMax,Sr. Data Scientist,"Richmond, VA 23237",quantitative analyst,quant,CarMax,f1000_173,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CarMax,True,False,6.0,0.0,False,False,0.0,True,1.0,"Richmond, VA",True,Richmond,VA,Sr Data Scientist,18,1.0
Castlight Health,Data Engineer,"San Francisco, CA 94105 (Financial District area)",quantitative analyst,quant,Castlight Health,nasdaq_CSLT,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Castlight Health,True,False,2.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Data Engineer,13,1.0
Cengage,Associate Research Manager,"Boston, MA",quantitative finance,quant,Cengage,glassdoor_90,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Cengage,True,False,5.0,0.0,False,False,0.0,True,1.0,"Boston, MA",True,Boston,MA,Associate Research Manager,26,1.0
Centene Corporation,Data Scientist III,"Arlington, VA",quantitative analyst,quant,Centene,f1000_65,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Centene Corporation,False,True,0.0,6.0,False,False,0.0,True,2.0,"Arlington, VA",True,Arlington,VA,Data Scientist III,18,1.0
CenturyLink,Director Data Sciences and Analytics,"Broomfield, CO 80021",quantitative finance,quant,CenturyLink,f1000_159,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",CenturyLink,True,False,3.0,0.0,False,False,0.0,True,2.0,"Broomfield, CO",True,Broomfield,CO,Director Data Sciences and Analytics,36,1.0
Charles Schwab,Quantitative Analyst/Senior Quantitative Analyst,"Chicago, IL 60601 (Loop area)",quantitative analyst,quant,Charles Schwab,f1000_356,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Charles Schwab,True,False,13.0,0.0,False,True,1.0,False,3.0,"Chicago, IL",True,Chicago,IL,Quantitative Analyst/Senior Quantitative Analyst,48,1.0
Church & Dwight,"Senior Manager, Market Research","Ewing, NJ",quantitative finance,quant,Church & Dwight,f1000_651,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Church & Dwight,True,False,1.0,0.0,False,False,0.0,True,1.0,"Ewing, NJ",True,Ewing,NJ,Senior Manager - Market Research,31,1.0
ClearView Healthcare Partners,Life Sciences Strategy Analyst (Experienced Professional),"Newton, MA",business analyst,mba,ClearView Healthcare Partners,vault_123,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",ClearView Healthcare Partners,True,False,2.0,0.0,False,False,0.0,True,2.0,"Newton, MA",True,Newton,MA,Life Sciences Strategy Analyst,57,1.0
The Coca-Cola Company,Contour Supply Chain - Data Enablement Lead,"Atlanta, GA 30301 (Buckhead area)",quantitative finance,quant,Coca-Cola,f1000_63,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",The Coca-Cola Company,False,True,0.0,15.0,False,False,0.0,True,1.0,"Atlanta, GA",True,Atlanta,GA,Contour Supply Chain - Data Enablement Lead,43,1.0
Comcast,Advertising Research Analyst,"Quincy, MA 02169",quantitative analyst,quant,Comcast,f1000_30,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Comcast,True,False,18.0,0.0,False,False,0.0,True,3.0,"Quincy, MA",True,Quincy,MA,Advertising Research Analyst,28,1.0
"Blue Compass, LLC",Data Scientist/Statistician,"Tysons Corner, VA",quantitative analyst,quant,Compass,glassdoor_81,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Blue Compass LLC,False,True,0.0,17.0,False,False,0.0,True,2.0,"Tysons Corner, VA",True,Tysons Corner,VA,Data Scientist/Statistician,27,1.0
Cooper Tire & Rubber Company,Quality Statistical Data Analyst,"Findlay, OH 45840",quantitative analyst,quant,Cooper,f1000_947,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Cooper Tire & Rubber Company,False,True,0.0,3.0,False,False,0.0,True,1.0,"Findlay, OH",True,Findlay,OH,Quality Statistical Data Analyst,32,1.0
Coty Inc.,"e-Data Analyst, Luxury Portfolio","New York, NY",quantitative finance,quant,Coty,f1000_557,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Coty Inc ,False,True,0.0,17.0,False,False,0.0,True,3.0,"New York, NY",True,New York,NY,e-Data Analyst - Luxury Portfolio,32,1.0
"Cowen, Inc",Credit Analyst,"New York, NY 10019 (Midtown area)",business analyst,mba,Cowen,vault_166,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Cowen Inc,False,True,0.0,8.0,False,False,0.0,True,2.0,"New York, NY",True,New York,NY,Credit Analyst,14,1.0
Credit Karma,"Senior Director, Data Science","San Francisco, CA 94104 (Financial District area)",quantitative finance,quant,Credit Karma,bi_0,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",Credit Karma,True,False,4.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Senior Director - Data Science,29,1.0
Credit Suisse,Business Analyst,"Raleigh, NC",business analyst,mba,Credit Suisse,vault_170,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Credit Suisse,True,False,27.0,0.0,False,True,8.0,False,14.0,"Raleigh, NC",True,Raleigh,NC,Business Analyst,16,1.0
Crowe,Data Scientist - Applied Technology,"Indianapolis, IN 46240",machine learning,data_science,Crowe,vault_208,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",Crowe,True,False,5.0,0.0,False,True,2.0,False,0.0,"Indianapolis, IN",True,Indianapolis,IN,Data Scientist - Applied Technology,35,1.0
DISH Network,Data Analyst,"Englewood, CO 80113",quantitative analyst,quant,DISH Network,f1000_185,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",DISH Network,True,False,11.0,0.0,False,False,0.0,True,1.0,"Englewood, CO",True,Englewood,CO,Data Analyst,12,1.0
DaVita Medical Group,Data Analyst,"Denver, CO 80202 (Lodo area)",quantitative finance,quant,DaVita,f1000_180,"['quant', 'quantitative finance', 'quantitative analyst']","['research', 'scientist', 'data', 'AI']",DaVita Medical Group,False,True,6.0,12.0,False,False,0.0,True,3.0,"Denver, CO",True,Denver,CO,Data Analyst,12,1.0
