cid,list_id,company,position,office,office_state,job_type
c339,f1000_349,SpartanNash,Data Scientist - Supply Chain,Grand Rapids,MI,data_science
c340,nasdaq_SPLK,Splunk,Senior Data Scientist,San Jose,CA,data_science
c341,nasdaq_SQ,Square,Data Scientist - Risk,San Francisco,CA,data_science
c342,forbes_7,Squarespace,Senior Data Scientist - Product,New York,NY,data_science
c343,f1000_249,Stanley Black & Decker,Lead Data Scientist,Hartford,CT,data_science
c344,f1000_139,Staples,Associate Data Scientist,Lincolnshire,IL,data_science
c345,f1000_130,Starbucks,senior data scientist - Supply Chain Advanced Analytics - SSC - - WA,Seattle,WA,data_science
c346,f1000_32,State Farm Insurance,Data Scientist,Bloomington,IL,data_science
c347,f1000_270,State Street,Machine Learning Researcher Global Exchange - Assistant Vice President,Cambridge,MA,data_science
c348,f1000_251,Stryker,ML/AI Engineering Co-Op,Allendale,NJ,data_science
c349,forbes_86,Sumo Logic,Security Researcher,Redwood City,CA,data_science
c350,f1000_464,Symantec,Sr Principal Data Scientist LifeLock Consumer Product,Mountain View,CA,data_science
c351,nasdaq_SYNA,Synaptics,Principal - BI and Data Analytics,San Jose,CA,data_science
c352,f1000_826,Synopsys,Staff R&D Engineer-Machine Learning,Mountain View,CA,data_science
c353,f1000_56,Sysco,Principal Data Scientist,Houston,TX,data_science
c354,glassdoor_108,T-Mobile,Principal Data Scientist,Bellevue,WA,data_science
c355,f1000_37,Target,Lead Data Scientist - Marketing/Ad Tech,Sunnyvale,CA,data_science
c356,f1000_106,Tech Data,Sr Data Scientist,Clearwater,FL,data_science
c357,f1000_858,Teradata,Data Engineer III,San Diego,CA,data_science
c358,f1000_382,Tesla,Data Scientist,Fremont,CA,data_science
c359,f1000_788,Tetra Tech,Staff Engineer/Scientist,Long Beach,CA,data_science
c360,vault_102,The Boston Consulting,Global meetings associate,Boston,MA,consultant
c361,glassdoor_96,The Clorox Company,Senior Scientist,Pleasanton,CA,data_science
c362,vault_241,The Siegfried,Marketing Associate,Wilmington,DE,mba
c363,f1000_153,Thermo Fisher Scientific,Data Scientist,Carlsbad,CA,data_science
c364,f1000_715,Time,Data Scientist,Seattle,WA,data_science
c365,f1000_94,Time Warner,Data Scientist,Seattle,WA,data_science
c366,f1000_926,Tower,Medical Lab Scientist,Reading,PA,data_science
c367,f1000_395,Tractor Supply,Enterprise Data Architect,Brentwood,TN,data_science
c368,f1000_98,Travelers,Lead Data Scientist - Emerging Technology,Hartford,CT,data_science
c369,vault_132,Trinity Partners,Consultant - HEOR,Waltham,MA,consultant
c370,nasdaq_TRIP,TripAdvisor,Senior Data Scientist,Needham,MA,data_science
c371,nasdaq_TRUE,TrueCar,Site Reliability Engineer - Big Data,Santa Monica,CA,data_science
c372,nasdaq_TWLO,Twilio,Talent Researcher,Austin,TX,data_science
c373,f1000_801,Twitter,Data Scientist,Boston,MA,data_science
c374,hedge_4,Two Sigma,Quantitative Analyst,New York,NY,quant
c375,f1000_81,Tyson Foods,Sr Developer Applications - Computer Vision/Machine Learning,Springdale,AR,data_science
c376,vault_167,UBS,Quantitative Project Manager,Weehawken,NJ,quant
c377,f1000_101,USAA,Senior Data Scientist,San Antonio,TX,data_science
c378,cnbc_1,Uber,Data Scientist - Maps,San Francisco,CA,data_science
c379,forbes_13,UiPath,Data Scientist/ML Engineer,Bellevue,WA,data_science
c380,f1000_523,Ulta Beauty,IT Senior Data Analyst Business Intelligence,Bolingbrook,IL,data_science
c381,glassdoor_67,Ultimate Software,DATA SCIENTIST,Fort Lauderdale,FL,data_science
c382,f1000_527,Under Armour,Lead Data Engineer,Austin,TX,data_science
c383,f1000_755,Unisys,Database Architect/Data Scientist,Alexandria,VA,data_science
c384,f1000_5,UnitedHealth,Data Scientist 2,Westerville,OH,data_science
c385,f1000_903,Universal,Senior Software Engineer - Machine Learning,Dayton,OH,data_science
c386,f1000_257,Unum,IT - Head of Data & Analytics,Chattanooga,TN,data_science
c387,f1000_257,Unum,Medical Director - Next Generation CAR-T Clinical Research,Cambridge,MA,data_science
c388,forbes_36,Uptake,Data Scientist,Chicago,IL,data_science
c389,glassdoor_100,VMware,Staff Machine Learning Engineer,Palo Alto,CA,data_science
c390,f1000_636,Vantiv,Sr Data Scientist,Cincinnati,OH,data_science
c391,f1000_690,Varian Medical Systems,Research Scientist,Palo Alto,CA,data_science
c392,vault_70,Venable,IT Technical Analyst III,Baltimore,MD,mba
c393,f1000_908,Verisk Analytics,Senior Data Scientist,Buffalo Grove,IL,data_science
c394,nasdaq_VERI,Veritone,Senior Data Scientist,Costa Mesa,CA,data_science
c395,nasdaq_VSAT,ViaSat,Senior Data Scientist,San Diego,CA,data_science
c396,f1000_223,Viacom,Data Engineer,New York,NY,data_science
c397,f1000_186,Visa,Data Science Director,Foster City,CA,data_science
c398,vault_149,Vivaldi,Senior Consultant,New York,NY,consultant
c399,nasdaq_VMW,Vmware,Staff Machine Learning Engineer,Palo Alto,CA,data_science
c400,f1000_16,Walgreens,Packaging Scientist,Deerfield,IL,data_science
c401,f1000_0,Walmart,Data Scientist,Conway,AR,data_science
c402,f1000_898,Waters,Senior Data Scientist,Stamford,CT,data_science
c403,f1000_665,Wayfair,Machine Learning Engineer,Boston,MA,data_science
c404,cnbc_22,WeWork,Manager - Machine Learning,New York,NY,data_science
c405,f1000_24,Wells Fargo,Data Scientist,San Francisco,CA,data_science
c406,forbes_57,Welltok,Senior Data Analyst,Burlington,MA,data_science
c407,f1000_863,West,Data Science Architect,Chicago,IL,data_science
c408,f1000_189,WestRock,Associate Data Scientist,Duluth,GA,data_science
c409,f1000_216,Western Digital,Senior Operations Data Scientist,Milpitas,CA,data_science
c410,f1000_136,Whirlpool,GIS Data Engineer,Benton Harbor,MI,data_science
c411,f1000_366,Williams,Sr Data Scientist,San Francisco,CA,data_science
c412,f1000_505,Williams-Sonoma,Sr Data Scientist,San Francisco,CA,data_science
c413,vault_19,WilmerHale,Financial Analyst,Dayton,OH,mba
c414,vault_38,Wilson Sonsini Goodrich & Rosati,Senior Financial Analyst,Palo Alto,CA,mba
c415,vault_46,Winston & Strawn,Manager - Digital & Marketing Communications,Chicago,IL,mba
c416,vault_222,Withum,Startup Accounting - Analyst - Withum Technology Advisory,New York,NY,mba
c417,nasdaq_WDAY,Workday,Sr Data Scientist,San Francisco,CA,data_science
c418,f1000_190,XPO Logistics,Data Engineer,Portland,OR,data_science
c419,f1000_161,Xerox,NLP Data Scientist,Palo Alto,CA,data_science
c420,f1000_884,Xilinx,Data Scientist,San Jose,CA,data_science
c421,nasdaq_XPER,Xperi,Machine Learning Principal Engineer,Poway,CA,data_science
c422,f1000_533,YRC Worldwide,BI/Database Developer,Overland Park,KS,data_science
c423,vault_124,ZS,Data Science Associate,Evanston,IL,consultant
c424,f1000_520,Zoetis,Post-doctoral Scientist - Canine Genetics,Kalamazoo,MI,data_science
c425,nasdaq_ZNGA,Zynga,Data Scientist - Marketing Analytics,San Francisco,CA,data_science
c426,f1000_309,eBay,Sr Data Scientist,Bellevue,WA,data_science
c427,f1000_425,iHeartMedia,Data Scientist - MediaMonitors,Austin,TX,data_science
