web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
Acquia,Business Analyst,"Boston, MA",business analyst,mba,Acquia,forbes_48,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Acquia,True,False,23.0,0.0,False,True,2.0,False,1.0,"Boston, MA",True,Boston,MA,Business Analyst,16,1.0
Actuant Corporation,Senior Financial Analyst,"Menomonee Falls, WI",financial analyst,mba,Actuant,nasdaq_ATU,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Actuant Corporation,False,True,0.0,17.0,False,True,2.0,False,2.0,"Menomonee Falls, WI",True,Menomonee Falls,WI,Senior Financial Analyst,24,1.0
Acuity Brands,Financial Analyst,"Atlanta, GA",financial analyst,mba,Acuity Brands,f1000_678,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Acuity Brands,True,False,2.0,1.0,False,True,1.0,False,1.0,"Atlanta, GA",True,Atlanta,GA,Financial Analyst,17,1.0
Adobe,Project Manager,"San Francisco, CA",project manager,mba,Adobe,nasdaq_ADBE,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Adobe,True,False,30.0,0.0,False,True,8.0,False,11.0,"San Francisco, CA",True,San Francisco,CA,Project Manager,15,1.0
Adtalem Global Education,Project Manager,"Downers Grove, IL",project manager,mba,Adtalem Global Education,f1000_981,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Adtalem Global Education,True,False,23.0,0.0,False,True,3.0,False,9.0,"Downers Grove, IL",True,Downers Grove,IL,Project Manager,15,1.0
Advance Auto Parts,Project Manager,"Raleigh, NC",project manager,mba,Advance Auto Parts,f1000_291,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Advance Auto Parts,True,False,30.0,0.0,False,True,4.0,False,15.0,"Raleigh, NC",True,Raleigh,NC,Project Manager,15,1.0
"Advanced Micro Devices, Inc.",Business Analyst (71224),"Austin, TX 78741 (Pleasant Valley area)",business analyst,mba,Advanced Micro Devices,f1000_564,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Advanced Micro Devices Inc ,False,True,0.0,17.0,False,True,1.0,False,4.0,"Austin, TX",True,Austin,TX,Business Analyst,24,1.0
Adyen,Product Marketing Manager,"San Francisco, CA",project manager,mba,Adyen,cnbc_15,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Adyen,True,False,4.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Product Marketing Manager,25,1.0
AECOM,Project Manager,"New York, NY 10167 (Midtown area)",project manager,mba,Aecom,f1000_160,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Aecom,True,False,30.0,0.0,False,True,12.0,False,18.0,"New York, NY",True,New York,NY,Project Manager,15,1.0
Aetna,Project Manager,"San Antonio, TX",project manager,mba,Aetna,f1000_42,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Aetna,True,False,30.0,0.0,False,True,8.0,False,12.0,"San Antonio, TX",True,San Antonio,TX,Project Manager,15,1.0
AFLAC,Sr Business Analyst,"Columbus, GA",business analyst,mba,Aflac,f1000_125,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Aflac,True,False,30.0,0.0,False,True,3.0,False,15.0,"Columbus, GA",True,Columbus,GA,Sr Business Analyst,19,1.0
"Agilent Technologies, Inc.",Senior Project Manager,"Lexington, KY",project manager,mba,Agilent Technologies,f1000_575,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Agilent Technologies Inc ,False,True,0.0,22.0,False,True,8.0,False,13.0,"Lexington, KY",True,Lexington,KY,Senior Project Manager,22,1.0
"Agilysys, Inc.",Business Analyst,"Alpharetta, GA",business analyst,mba,Agilysys,nasdaq_AGYS,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Agilysys Inc ,False,True,0.0,8.0,False,True,3.0,False,1.0,"Alpharetta, GA",True,Alpharetta,GA,Business Analyst,16,1.0
Airbnb,Technical Project Manager,"San Francisco, CA 94103 (South Of Market area)",project manager,mba,Airbnb,cnbc_2,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Airbnb,True,False,15.0,0.0,False,True,3.0,False,1.0,"San Francisco, CA",True,San Francisco,CA,Technical Project Manager,25,1.0
Albertsons Companies,Business Analyst,"Pleasanton, CA 94588",business analyst,mba,Albertsons,f1000_48,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Albertsons Companies,False,True,0.0,30.0,False,True,6.0,False,13.0,"Pleasanton, CA",True,Pleasanton,CA,Business Analyst,16,1.0
Alere,Financial Analyst I/II,"Charlottesville, VA",financial analyst,mba,Alere,f1000_834,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Alere,True,False,21.0,0.0,False,True,3.0,False,10.0,"Charlottesville, VA",True,Charlottesville,VA,Financial Analyst I/II,22,1.0
Aleris,Manufacturing Systems Analyst,"Clayton, NJ",business analyst,mba,Aleris,f1000_781,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Aleris,True,False,12.0,0.0,False,False,0.0,True,2.0,"Clayton, NJ",True,Clayton,NJ,Manufacturing Systems Analyst,29,1.0
"Alexion Pharmaceuticals,Inc.",IT Project Manager- R&D,"New Haven, CT",project manager,mba,Alexion Pharmaceuticals,f1000_713,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Alexion Pharmaceuticals Inc ,False,True,0.0,13.0,False,True,6.0,False,2.0,"New Haven, CT",True,New Haven,CT,IT Project Manager - R&D,23,1.0
Algolia,Field Marketing Manager,"San Francisco, CA",project manager,mba,Algolia,forbes_85,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Algolia,True,False,11.0,0.0,False,False,0.0,True,3.0,"San Francisco, CA",True,San Francisco,CA,Field Marketing Manager,23,1.0
Marketing Alliance Group,Project Manager,"Dalton, GA 30721",project manager,mba,Alliance,f1000_955,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Marketing Alliance Group,False,True,0.0,30.0,False,True,19.0,False,9.0,"Dalton, GA",True,Dalton,GA,Project Manager,15,1.0
Alliant Energy,Project Manager-Energy Delivery,"Cedar Rapids, IA",project manager,mba,Alliant Energy,f1000_676,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Alliant Energy,True,False,8.0,0.0,False,True,1.0,False,0.0,"Cedar Rapids, IA",True,Cedar Rapids,IA,Project Manager-Energy Delivery,31,1.0
"Allison Transmission, Inc.",Financial Analyst,"Indianapolis, IN",financial analyst,mba,Allison Transmission,f1000_983,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Allison Transmission Inc ,False,True,0.0,19.0,False,True,3.0,False,6.0,"Indianapolis, IN",True,Indianapolis,IN,Financial Analyst,17,1.0
Allstate,HR Business Analyst,"Irving, TX",business analyst,mba,Allstate,f1000_83,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Allstate,True,False,26.0,4.0,False,True,10.0,False,13.0,"Irving, TX",True,Irving,TX,HR Business Analyst,19,1.0
Ally Financial Inc.,Business Analyst,"Lewisville, TX 75067",business analyst,mba,Ally Financial,f1000_285,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Ally Financial Inc ,False,True,0.0,29.0,False,True,3.0,False,21.0,"Lewisville, TX",True,Lewisville,TX,Business Analyst,16,1.0
"Alteryx, Inc.",Senior Financial Analyst,"Irvine, CA",financial analyst,mba,Alteryx,nasdaq_AYX,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Alteryx Inc ,False,True,0.0,25.0,False,True,1.0,False,8.0,"Irvine, CA",True,Irvine,CA,Senior Financial Analyst,24,1.0
Altria Group,Financial Analyst,"Richmond, VA 23230",financial analyst,mba,Altria,f1000_147,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Altria Group,False,True,0.0,8.0,False,True,2.0,False,5.0,"Richmond, VA",True,Richmond,VA,Financial Analyst,17,1.0
Alvarez & Marsal,Research Analyst,"Houston, TX 77002 (Downtown area)",statistics,stats,Alvarez & Marsal,vault_119,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",Alvarez & Marsal,True,False,2.0,0.0,False,False,0.0,True,1.0,"Houston, TX",True,Houston,TX,Research Analyst,16,1.0
AmTrust Financial Services,Coverage Analyst,"New York, NY",business analyst,mba,AmTrust Financial Services,f1000_474,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",AmTrust Financial Services,True,False,30.0,0.0,False,False,0.0,True,18.0,"New York, NY",True,New York,NY,Coverage Analyst,16,1.0
Amazon.com,Project Manager,"Seattle, WA",project manager,mba,Amazon,f1000_11,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Amazon com,False,True,0.0,30.0,False,True,18.0,False,6.0,"Seattle, WA",True,Seattle,WA,Project Manager,15,1.0
Amber Road,Implementation Project Manager,"Raleigh, NC 27607 (Northwest area)",project manager,mba,Amber Road,nasdaq_AMBR,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Amber Road,True,False,1.0,0.0,False,True,1.0,False,0.0,"Raleigh, NC",True,Raleigh,NC,Implementation Project Manager,30,1.0
Ameren,IT Project Manager,"St. Louis, MO",project manager,mba,Ameren,f1000_430,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Ameren,True,False,24.0,0.0,False,True,4.0,False,10.0,"St. Louis, MO",True,St. Louis,MO,IT Project Manager,18,1.0
American Airlines,"Project Manager, Corporate Real Estate","Washington, DC 20036 (Downtown area)",project manager,mba,American Airlines,f1000_66,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Airlines,True,False,25.0,1.0,False,True,6.0,False,11.0,"Washington, DC",True,Washington,DC,Project Manager - Corporate Real Estate,38,1.0
"American Axle & Manufacturing, Inc.",Senior Financial Analyst,"Bluffton, IN",financial analyst,mba,American Axle & Manufacturing,f1000_592,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Axle & Manufacturing Inc ,False,True,0.0,13.0,False,True,1.0,False,2.0,"Bluffton, IN",True,Bluffton,IN,Senior Financial Analyst,24,1.0
American Eagle Outfitters,Analyst,"New York, NY",business analyst,mba,American Eagle Outfitters,f1000_629,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Eagle Outfitters,True,False,18.0,0.0,False,False,0.0,True,6.0,"New York, NY",True,New York,NY,Analyst,7,1.0
American Express,Project Manager,"Phoenix, AZ",project manager,mba,American Express,f1000_85,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Express,True,False,24.0,3.0,False,True,11.0,False,16.0,"Phoenix, AZ",True,Phoenix,AZ,Project Manager,15,1.0
American Greetings,Channel Analyst II,"Westlake, OH 44145",business analyst,mba,American Greetings,f1000_964,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Greetings,True,False,23.0,0.0,False,False,0.0,True,18.0,"Westlake, OH",True,Westlake,OH,Channel Analyst II,18,1.0
American Tower,IT Project Manager,"Marlborough, MA",project manager,mba,American Tower,f1000_448,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Tower,True,False,21.0,0.0,False,True,8.0,False,13.0,"Marlborough, MA",True,Marlborough,MA,IT Project Manager,18,1.0
American Well,Project Manager,"Boston, MA 02109 (Central area)",project manager,mba,American Well,forbes_74,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",American Well,True,False,1.0,0.0,False,True,20.0,False,9.0,"Boston, MA",True,Boston,MA,Project Manager,15,1.0
Ameriprise Financial,Senior Business Analyst,"Boston, MA 02298 (Central area)",business analyst,mba,Ameriprise Financial,f1000_238,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Ameriprise Financial,True,False,30.0,0.0,False,True,2.0,False,17.0,"Boston, MA",True,Boston,MA,Senior Business Analyst,23,1.0
AmerisourceBergen,Business Analyst,"New Hyde Park, NY",business analyst,mba,AmerisourceBergen,f1000_10,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",AmerisourceBergen,True,False,30.0,0.0,False,True,4.0,False,15.0,"New Hyde Park, NY",True,New Hyde Park,NY,Business Analyst,16,1.0
"AMETEK, Inc.",Project Manager,"Jacksonville, FL",project manager,mba,Ametek,f1000_603,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",AMETEK Inc ,False,True,0.0,13.0,False,True,2.0,False,2.0,"Jacksonville, FL",True,Jacksonville,FL,Project Manager,15,1.0
Amgen,Project Manager,"Thousand Oaks, CA 91320",project manager,mba,Amgen,f1000_122,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Amgen,True,False,20.0,0.0,False,True,5.0,False,8.0,"Thousand Oaks, CA",True,Thousand Oaks,CA,Project Manager,15,1.0
"Amkor Technology, Inc.",Financial Analyst,"Tempe, AZ",financial analyst,mba,Amkor Technology,f1000_599,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Amkor Technology Inc ,False,True,0.0,3.0,False,True,1.0,False,1.0,"Tempe, AZ",True,Tempe,AZ,Financial Analyst,17,1.0
Amphenol Telect,Project Manager,"Liberty Lake, WA 99019",project manager,mba,Amphenol,f1000_423,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Amphenol Telect,False,True,0.0,15.0,False,True,3.0,False,3.0,"Liberty Lake, WA",True,Liberty Lake,WA,Project Manager,15,1.0
Anadarko Petroleum Corporation,Financial Analyst-Mozambique LNG,"The Woodlands, TX",financial analyst,mba,Anadarko Petroleum,f1000_343,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Anadarko Petroleum Corporation,False,True,0.0,7.0,False,True,1.0,False,1.0,"The Woodlands, TX",True,The Woodlands,TX,Financial Analyst-Mozambique LNG,32,1.0
Analog Devices,Financial Analyst,"Chelmsford, MA",financial analyst,mba,Analog Devices,f1000_659,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Analog Devices,True,False,22.0,0.0,False,True,4.0,False,10.0,"Chelmsford, MA",True,Chelmsford,MA,Financial Analyst,17,1.0
Analysis Group,Data Scientist,"Boston, MA 02199 (Back Bay-Beacon Hill area)",statistics,stats,Analysis,vault_118,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",Analysis Group,False,True,0.0,15.0,False,False,0.0,True,4.0,"Boston, MA",True,Boston,MA,Data Scientist,14,1.0
Anaplan,Strategic Support Analyst,"Minneapolis, MN",business analyst,mba,Anaplan,nasdaq_PLAN,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Anaplan,True,False,21.0,0.0,False,False,0.0,True,9.0,"Minneapolis, MN",True,Minneapolis,MN,Strategic Support Analyst,25,1.0
"The Andersons, Inc.",Senior Project Manager - SAP,"Maumee, OH",project manager,mba,Andersons,f1000_594,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",The Andersons Inc ,False,True,0.0,7.0,False,True,1.0,False,2.0,"Maumee, OH",True,Maumee,OH,Senior Project Manager - SAP,28,1.0
Anixter International,Project Manager,"Tampa, FL 33619",project manager,mba,Anixter,f1000_358,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Anixter International,False,True,0.0,15.0,False,True,5.0,False,5.0,"Tampa, FL",True,Tampa,FL,Project Manager,15,1.0
ANSYS,HR Business Analyst,"Canonsburg, PA 15317",business analyst,mba,Ansys,nasdaq_ANSS,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Ansys,True,False,16.0,0.0,False,True,1.0,False,4.0,"Canonsburg, PA",True,Canonsburg,PA,HR Business Analyst,19,1.0
Apache Industrial Services,Skilled Insulation Helper/Project Manager,"Salt Lake City, UT",project manager,mba,Apache,f1000_487,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Apache Industrial Services,False,True,0.0,26.0,False,True,2.0,False,16.0,"Salt Lake City, UT",True,Salt Lake City,UT,Skilled Insulation Helper/Project Manager,41,1.0
Apeel Sciences,Operations Project Manager,"Santa Barbara, CA",project manager,mba,Apeel Sciences,cnbc_47,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Apeel Sciences,True,False,15.0,0.0,False,True,1.0,False,5.0,"Santa Barbara, CA",True,Santa Barbara,CA,Operations Project Manager,26,1.0
Apergy,Financial Analyst - Rod Lift,"Fort Worth, TX",financial analyst,mba,Apergy,nasdaq_APY,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Apergy,True,False,18.0,2.0,False,True,2.0,False,7.0,"Fort Worth, TX",True,Fort Worth,TX,Financial Analyst - Rod Lift,28,1.0
AppDynamics,Salesforce Business Analyst,"San Francisco, CA 94107 (South Of Market area)",business analyst,mba,AppDynamics,glassdoor_107,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",AppDynamics,True,False,17.0,0.0,False,True,2.0,False,4.0,"San Francisco, CA",True,San Francisco,CA,Salesforce Business Analyst,27,1.0
AppFolio,Marketing Project Manager,"Santa Barbara, CA",project manager,mba,AppFolio,nasdaq_APPF,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",AppFolio,True,False,21.0,0.0,False,True,1.0,False,9.0,"Santa Barbara, CA",True,Santa Barbara,CA,Marketing Project Manager,25,1.0
Appian Corporation,SOX Compliance Project Manager,"Tysons, VA",project manager,mba,Appian,nasdaq_APPN,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Appian Corporation,False,True,0.0,6.0,False,True,1.0,False,0.0,"Tysons, VA",True,Tysons,VA,SOX Compliance Project Manager,30,1.0
Apple,Project Manager,"Santa Clara Valley, CA",project manager,mba,Apple,f1000_2,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Apple,True,False,30.0,0.0,False,True,22.0,False,7.0,"Santa Clara Valley, CA",True,Santa Clara Valley,CA,Project Manager,15,1.0
Applied Industrial Technologies,Field Project Manager,"Chicago, IL",project manager,mba,Applied Industrial Technologies,f1000_805,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Applied Industrial Technologies,True,False,11.0,0.0,False,True,6.0,False,11.0,"Chicago, IL",True,Chicago,IL,Field Project Manager,21,1.0
Apttus,Integrated Marketing Manager,"San Francisco, CA",business analyst,mba,Apttus,forbes_26,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Apttus,True,False,1.0,0.0,False,False,0.0,True,1.0,"San Francisco, CA",True,San Francisco,CA,Integrated Marketing Manager,28,1.0
Aramark,IT Business Analyst,"Philadelphia, PA 19113",business analyst,mba,Aramark,f1000_191,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",Aramark,True,False,30.0,0.0,False,True,11.0,False,12.0,"Philadelphia, PA",True,Philadelphia,PA,IT Business Analyst,19,1.0
ArcBest,Yield Analyst,"Fort Smith, AR 72903",business analyst,mba,ArcBest,f1000_773,"['business analyst', 'financial analyst', 'project manager']","['marketing', 'analyst', 'MBA']",ArcBest,True,False,16.0,0.0,False,False,0.0,True,10.0,"Fort Smith, AR",True,Fort Smith,AR,Yield Analyst,13,1.0
