web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
23andMe,"Scientist, Population Genetics","Mountain View, CA 94041",statistics,stats,23andMe,glassdoor_25,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",23andMe,True,False,5.0,0.0,False,False,1.0,True,2.0,"Mountain View, CA",True,Mountain View,CA,Scientist - Population Genetics,30,1.0
23andMe,"Senior Manager, Marketing Analytics","Mountain View, CA 94041",statistics,stats,23andMe,glassdoor_25,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",23andMe,True,False,5.0,0.0,False,False,1.0,False,2.0,"Mountain View, CA",True,Mountain View,CA,Senior Manager - Marketing Analytics,35,1.0
23andMe,"Scientist, Computational Biology","South San Francisco, CA 94080",statistics,stats,23andMe,glassdoor_25,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",23andMe,True,False,5.0,0.0,False,False,1.0,True,2.0,"South San Francisco, CA",True,South San Francisco,CA,Scientist - Computational Biology,32,2.0
23andMe,"Senior Product Manager, Clinical Trials","Mountain View, CA 94041",statistics,stats,23andMe,glassdoor_25,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",23andMe,True,False,5.0,0.0,False,False,1.0,False,2.0,"Mountain View, CA",True,Mountain View,CA,Senior Product Manager - Clinical Trials,39,2.0
23andMe,Scientist / Senior Scientist - Statistical Genetics,"Mountain View, CA 94041",statistics,stats,23andMe,glassdoor_25,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",23andMe,True,False,5.0,0.0,False,True,1.0,False,2.0,"Mountain View, CA",True,Mountain View,CA,Scientist / Senior Scientist - Statistical Genetics,51,1.0
2U,Operations Analyst,"Lanham, MD",statistics,stats,2U,nasdaq_TWOU,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",2U,True,False,2.0,0.0,False,False,0.0,False,0.0,"Lanham, MD",True,Lanham,MD,Operations Analyst,18,1.0
2U,Senior Marketing Strategy Analyst,"Washington, DC",statistics,stats,2U,nasdaq_TWOU,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",2U,True,False,2.0,0.0,False,False,0.0,False,0.0,"Washington, DC",True,Washington,DC,Senior Marketing Strategy Analyst,33,2.0
3D Systems,Manufacturing Data Analyst,"Rock Hill, SC 29730",statistical analyst,stats,3D Systems,nasdaq_DDD,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3D Systems,True,False,2.0,0.0,False,False,0.0,False,0.0,"Rock Hill, SC",True,Rock Hill,SC,Manufacturing Data Analyst,26,1.0
3D Systems,Sales and Operations Planning Analyst,"Rock Hill, SC 29730",statistical analyst,stats,3D Systems,nasdaq_DDD,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3D Systems,True,False,2.0,0.0,False,False,0.0,False,0.0,"Rock Hill, SC",True,Rock Hill,SC,Sales and Operations Planning Analyst,37,2.0
3M,"3M HIS Advanced Data Scientist ∞ (Murray, UT / St. Paul, MN)","Murray, UT",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,False,False,0.0,True,1.0,"Murray, UT",True,Murray,UT,3M HIS Advanced Data Scientist,60,1.0
3M,"Quality Engineer ∞ (Decatur, AL)","Decatur, AL",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,False,False,0.0,False,1.0,"Decatur, AL",True,Decatur,AL,Quality Engineer,32,1.0
3M,"Advanced Quality Engineer ∞ (Brownwood, TX)","Brownwood, TX",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,False,False,0.0,False,1.0,"Brownwood, TX",True,Brownwood,TX,Advanced Quality Engineer,43,2.0
3M,"Digital Marketing Power BI Analyst ∞ (Maplewood, MN)","Maplewood, MN",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,False,False,0.0,False,1.0,"Maplewood, MN",True,Maplewood,MN,Digital Marketing Power BI Analyst,52,3.0
3M,Internship - Optimized Operations (O2) Engineering Intern,"Maplewood, MN",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,True,False,0.0,False,1.0,"Maplewood, MN",True,Maplewood,MN,Internship - Optimized Operations Engineering Intern,57,4.0
3M,"Internship - Supply Chain Analyst Intern (Cumberland, WI)","Cumberland, WI 54829",statistical analyst,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,True,False,0.0,False,1.0,"Cumberland, WI",True,Cumberland,WI,Internship - Supply Chain Analyst Intern,57,5.0
3M,"Robotic Process Automation (RPA) Developer ∞ (Maplewood, MN)","Maplewood, MN",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,False,False,0.0,False,1.0,"Maplewood, MN",True,Maplewood,MN,Robotic Process Automation Developer,60,6.0
3M,"Internship – R&D Data Scientist Graduate Intern (Maplewood, MN)","Maplewood, MN",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,True,False,0.0,False,1.0,"Maplewood, MN",True,Maplewood,MN,Internship R&D Data Scientist Graduate Intern,63,7.0
3M,"Marketing Analyst - Advanced Materials Division ∞ (Oakdale, MN/ Livonia, MI)","Oakdale, MN",statistics,stats,3M,f1000_93,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3M,True,False,10.0,0.0,False,False,0.0,False,1.0,"Oakdale, MN",True,Oakdale,MN,Marketing Analyst - Advanced Materials Division,76,8.0
