list_id,company,job_type
f1000_157,Supervalu,stats
f1000_158,Cummins,stats
f1000_159,CenturyLink,stats
f1000_160,Aecom,stats
f1000_161,Xerox,stats
f1000_162,Marriott,stats
f1000_163,Paccar,stats
f1000_164,General Mills,stats
f1000_165,PNC Financial Services,stats
f1000_166,American Electric Power,stats
f1000_167,Icahn Enterprises,stats
f1000_168,Nucor,stats
f1000_169,NextEra Energy,stats
f1000_170,Performance Food,stats
f1000_171,PBF Energy,stats
f1000_172,Halliburton,stats
f1000_173,CarMax,stats
f1000_174,Freeport-McMoRan,stats
f1000_175,Whole Foods Market,stats
f1000_176,Bank of New York Mellon,stats
f1000_177,Gap,stats
f1000_178,Omnicom,stats
f1000_179,Genuine Parts,stats
f1000_180,DaVita,stats
f1000_181,Colgate-Palmolive,stats
f1000_182,PPG Industries,stats
f1000_183,Goodyear Tire & Rubber,stats
f1000_184,Synchrony Financial,stats
f1000_185,DISH Network,stats
f1000_186,Visa,stats
f1000_187,Nordstrom,stats
f1000_188,INTL FCStone,stats
f1000_189,WestRock,stats
f1000_190,XPO Logistics,stats
f1000_191,Aramark,stats
f1000_192,CBS,stats
f1000_193,AES,stats
f1000_194,WellCare Health Plans,stats
f1000_195,FirstEnergy,stats
f1000_196,Conagra Brands,stats
f1000_197,Synnex,stats
f1000_198,CDW,stats
f1000_199,Textron,stats
f1000_200,Waste Management,stats
f1000_201,Illinois Tool Works,stats
f1000_202,Office Depot,stats
f1000_203,Monsanto,stats
f1000_204,Cognizant Technology Solutions,stats
f1000_205,Texas Instruments,stats
f1000_206,Lincoln National,stats
f1000_207,Newell Brands,stats
f1000_208,Land O'Lakes,stats
f1000_209,Marsh & McLennan,stats
f1000_210,Ecolab,stats
f1000_211,C.H. Robinson Worldwide,stats
f1000_212,Loews,stats
f1000_213,CBRE,stats
f1000_214,Kinder Morgan,stats
f1000_215,Kellogg,stats
f1000_216,Western Digital,stats
f1000_217,Guardian Life Ins. Co. of America,stats
f1000_218,Ross Stores,stats
f1000_219,L Brands,stats
f1000_220,J.C. Penney,stats
f1000_221,Farmers Insurance Exchange,stats
f1000_222,Reynolds American,stats
f1000_223,Viacom,stats
f1000_224,Becton Dickinson,stats
f1000_225,Micron Technology,stats
f1000_226,Principal Financial,stats
f1000_227,Arconic,stats
f1000_228,NRG Energy,stats
f1000_229,VF,stats
f1000_230,Devon Energy,stats
f1000_231,D.R. Horton,stats
f1000_232,Bed Bath & Beyond,stats
f1000_233,Consolidated Edison,stats
f1000_234,Edison,stats
f1000_235,Sherwin-Williams,stats
f1000_236,NGL Energy Partners,stats
f1000_237,Dominion Energy,stats
f1000_238,Ameriprise Financial,stats
f1000_239,ADP,stats
f1000_240,Hilton Worldwide,stats
f1000_241,First Data,stats
f1000_242,Henry Schein,stats
f1000_243,Toys 'R' Us,stats
f1000_244,BB&T,stats
f1000_245,Reinsurance of America,stats
f1000_246,Core-Mark,stats
f1000_247,Biogen,stats
f1000_248,Las Vegas Sands,stats
f1000_249,Stanley Black & Decker,stats
f1000_250,Parker-Hannifin,stats
f1000_251,Stryker,stats
f1000_252,Estee Lauder,stats
f1000_253,Celgene,stats
f1000_254,BlackRock,stats
f1000_255,Xcel Energy,stats
f1000_256,CSX,stats
f1000_257,Unum,stats
f1000_258,Jacobs Engineering,stats
f1000_259,Lennar,stats
f1000_260,Group 1 Automotive,stats
f1000_261,Leucadia National,stats
f1000_262,Entergy,stats
f1000_263,PayPal,stats
f1000_264,Applied Materials,stats
f1000_265,Voya Financial,stats
f1000_266,Mastercard,stats
f1000_267,Priceline,stats
f1000_268,Liberty Interactive,stats
f1000_269,AutoZone,stats
f1000_270,State Street,stats
f1000_271,DTE Energy,stats
f1000_272,L3 Technologies,stats
f1000_273,HollyFrontier,stats
f1000_274,Praxair,stats
f1000_275,Universal Health Services,stats
f1000_276,Discover Financial Services,stats
f1000_277,Occidental Petroleum,stats
f1000_278,United States Steel,stats
f1000_279,Sempra Energy,stats
f1000_280,Baxter,stats
f1000_281,W.W. Grainger,stats
f1000_282,Autoliv,stats
f1000_283,Norfolk Southern,stats
f1000_284,Baker Hughes,stats
f1000_285,Ally Financial,stats
f1000_286,Sonic Automotive,stats
f1000_287,Owens & Minor,stats
f1000_288,Huntsman,stats
f1000_289,Laboratory Corp. of America,stats
f1000_290,Murphy USA,stats
f1000_291,Advance Auto Parts,stats
f1000_292,Fidelity National Financial,stats
f1000_293,Air Products & Chemicals,stats
f1000_294,Hormel Foods,stats
f1000_295,Hertz Global,stats
f1000_296,MGM Resorts,stats
f1000_297,Corning,stats
f1000_298,Republic Services,stats
f1000_299,Alcoa,stats
f1000_300,Fidelity National Information Services,stats
f1000_301,Pacific Life,stats
f1000_302,SunTrust Banks,stats
f1000_303,LKQ,stats
f1000_304,BorgWarner,stats
f1000_305,Ball,stats
f1000_306,CST Brands,stats
f1000_307,Public Service Enterprise,stats
f1000_308,Eastman Chemical,stats
f1000_309,eBay,stats
f1000_310,Mohawk Industries,stats
f1000_311,Oneok,stats
f1000_312,Frontier Communications,stats
f1000_313,Netflix,stats
f1000_314,American Family Insurance,stats
f1000_315,Thrivent Financial for Lutherans,stats
f1000_316,Expedia,stats
f1000_317,Lithia Motors,stats
f1000_318,Avis Budget,stats
f1000_319,Reliance Steel & Aluminum,stats
f1000_320,GameStop,stats
f1000_321,Tenneco,stats
f1000_322,O'Reilly Automotive,stats
f1000_323,Peter Kiewit Sons',stats
f1000_324,United Natural Foods,stats
f1000_325,salesforce.com,stats
f1000_326,Boston Scientific,stats
f1000_327,Newmont Mining,stats
f1000_328,Genworth Financial,stats
f1000_329,Live Nation Entertainment,stats
f1000_330,Veritiv,stats
f1000_331,News Corp,stats
f1000_332,Crown,stats
f1000_333,Global Partners,stats
f1000_334,PVH,stats
f1000_335,Level 3 Communications,stats
f1000_336,Navistar,stats
f1000_337,Univar,stats
f1000_338,Campbell Soup,stats
f1000_339,Dick's Sporting Goods,stats
f1000_340,Weyerhaeuser,stats
f1000_341,Mutual of Omaha Insurance,stats
f1000_342,Chesapeake Energy,stats
f1000_343,Anadarko Petroleum,stats
f1000_344,Interpublic,stats
f1000_345,J.M. Smucker,stats
f1000_346,Steel Dynamics,stats
f1000_347,Foot Locker,stats
f1000_348,Western Refining,stats
f1000_349,SpartanNash,stats
f1000_350,Dean Foods,stats
f1000_351,Zimmer Biomet,stats
f1000_352,PulteGroup,stats
f1000_353,W.R. Berkley,stats
f1000_354,Quanta Services,stats
f1000_355,EOG Resources,stats
f1000_356,Charles Schwab,stats
f1000_357,Eversource Energy,stats
f1000_358,Anixter,stats
f1000_359,Emcor,stats
f1000_360,Assurant,stats
f1000_361,CenterPoint Energy,stats
f1000_362,Harris,stats
f1000_363,HD Supply,stats
f1000_364,PPL,stats
f1000_365,Quest Diagnostics,stats
f1000_366,Williams,stats
f1000_367,WEC Energy,stats
f1000_368,Hershey,stats
f1000_369,AGCO,stats
f1000_370,Ralph Lauren,stats
f1000_371,Masco,stats
f1000_372,Wesco,stats
f1000_373,LifePoint Health,stats
f1000_374,National Oilwell Varco,stats
f1000_375,Kindred Healthcare,stats
f1000_376,Mosaic,stats
f1000_377,Alliance Data Systems,stats
f1000_378,Computer Sciences,stats
f1000_379,Huntington Ingalls Industries,stats
f1000_380,Leidos,stats
f1000_381,Erie Insurance,stats
f1000_382,Tesla,stats
f1000_383,Ascena Retail,stats
f1000_384,Darden Restaurants,stats
f1000_385,Harman Industries,stats
f1000_386,Nvidia,stats
f1000_387,R.R. Donnelley & Sons,stats
f1000_388,Fifth Third Bank,stats
f1000_389,Quintiles IMS,stats
f1000_390,Jones Lang LaSalle,stats
f1000_391,Dover,stats
f1000_392,Spirit AeroSystems,stats
f1000_393,Ryder System,stats
f1000_394,A-Mark Precious Metals,stats
f1000_395,Tractor Supply,stats
f1000_396,Sealed Air,stats
f1000_397,Auto-Owners Insurance,stats
f1000_398,Yum China,stats
f1000_399,Calpine,stats
f1000_400,Owens-Illinois,stats
f1000_401,Targa Resources,stats
f1000_402,JetBlue Airways,stats
f1000_403,Jones Financial,stats
f1000_404,Franklin Resources,stats
f1000_405,Activision Blizzard,stats
f1000_406,J.B. Hunt Transport Services,stats
f1000_407,Constellation Brands,stats
f1000_408,NCR,stats
f1000_409,Asbury Automotive,stats
f1000_410,American Financial,stats
f1000_411,Discovery Communications,stats
f1000_412,Berry Global,stats
f1000_413,Sanmina,stats
f1000_414,CalAtlantic,stats
f1000_415,Dr Pepper Snapple,stats
f1000_416,Dillard's,stats
f1000_417,HRG,stats
f1000_418,CMS Energy,stats
f1000_419,Graybar Electric,stats
f1000_420,Builders FirstSource,stats
f1000_421,Yum Brands,stats
f1000_422,Casey's General Stores,stats
f1000_423,Amphenol,stats
f1000_424,Oshkosh,stats
f1000_425,iHeartMedia,stats
f1000_426,TreeHouse Foods,stats
f1000_427,Alleghany,stats
f1000_428,Expeditors of Washington,stats
f1000_429,Avery Dennison,stats
f1000_430,Ameren,stats
f1000_431,Hanesbrands,stats
f1000_432,Motorola Solutions,stats
f1000_433,St. Jude Medical,stats
f1000_434,Harley-Davidson,stats
f1000_435,Regions Financial,stats
f1000_436,Intercontinental Exchange,stats
f1000_437,Alaska Air,stats
f1000_438,Old Republic,stats
f1000_439,Lam Research,stats
f1000_440,AK Steel,stats
f1000_441,Rockwell Automation,stats
f1000_442,Adobe Systems,stats
f1000_443,Avon Products,stats
f1000_444,Terex,stats
f1000_445,NVR,stats
f1000_446,Dana,stats
f1000_447,Realogy,stats
f1000_448,American Tower,stats
f1000_449,Packaging Corp. of America,stats
f1000_450,Citizens Financial,stats
f1000_451,United Rentals,stats
f1000_452,Clorox,stats
f1000_453,Genesis Healthcare,stats
f1000_454,M&T Bank,stats
f1000_455,Ingredion,stats
f1000_456,UGI,stats
f1000_457,Owens Corning,stats
f1000_458,S&P Global,stats
f1000_459,Markel,stats
f1000_460,Wyndham Worldwide,stats
f1000_461,Arthur J. Gallagher,stats
f1000_462,Burlington Stores,stats
f1000_463,First American Financial,stats
f1000_464,Symantec,stats
f1000_465,Patterson,stats
f1000_466,Olin,stats
f1000_467,NetApp,stats
f1000_468,Raymond James Financial,stats
f1000_469,TravelCenters of America,stats
f1000_470,Fiserv,stats
f1000_471,Host Hotels & Resorts,stats
f1000_472,Insight Enterprises,stats
f1000_473,Mattel,stats
f1000_474,AmTrust Financial Services,stats
f1000_475,Cincinnati Financial,stats
f1000_476,Simon Property,stats
f1000_477,Western Union,stats
f1000_478,KeyCorp,stats
f1000_479,Delek US,stats
f1000_480,Booz Allen Hamilton,stats
f1000_481,Chemours,stats
f1000_482,Western & Southern Financial,stats
f1000_483,Celanese,stats
f1000_484,Windstream,stats
f1000_485,Seaboard,stats
f1000_486,Essendant,stats
f1000_487,Apache,stats
f1000_488,Airgas,stats
f1000_489,Kelly Services,stats
f1000_490,Liberty Media,stats
f1000_491,Rockwell Collins,stats
f1000_492,Robert Half,stats
f1000_493,CH2M Hill,stats
f1000_494,Big Lots,stats
f1000_495,Michaels,stats
f1000_496,Toll Brothers,stats
f1000_497,Yahoo,stats
f1000_498,Vistra Energy,stats
f1000_499,ABM Industries,stats
f1000_500,Northern Trust,stats
f1000_501,MasTec,stats
f1000_502,Blackstone,stats
f1000_503,Telephone & Data Systems,stats
f1000_504,Domtar,stats
f1000_505,Williams-Sonoma,stats
f1000_506,Westlake Chemical,stats
f1000_507,Post,stats
f1000_508,Hasbro,stats
f1000_509,Juniper Networks,stats
f1000_510,Fortune Brands Home & Security,stats
f1000_511,Brookdale Senior Living,stats
f1000_512,Tutor Perini,stats
f1000_513,Navient,stats
f1000_514,Neiman Marcus,stats
f1000_515,Ashland Global,stats
f1000_516,Hanover Insurance,stats
f1000_517,CommScope,stats
f1000_518,Spectra Energy,stats
f1000_519,Cintas,stats
f1000_520,Zoetis,stats
f1000_521,Molson Coors Brewing,stats
f1000_522,Regeneron Pharmaceuticals,stats
f1000_523,Ulta Beauty,stats
f1000_524,Hess,stats
f1000_525,Magellan Health,stats
f1000_526,Intuit,stats
f1000_527,Under Armour,stats
f1000_528,RPM,stats
f1000_529,Cerner,stats
f1000_530,Sonoco Products,stats
f1000_531,Securian Financial,stats
f1000_532,Peabody Energy,stats
f1000_533,YRC Worldwide,stats
f1000_534,Commercial Metals,stats
f1000_535,Marathon Oil,stats
f1000_536,Polaris Industries,stats
f1000_537,Envision Healthcare,stats
f1000_538,Trinity Industries,stats
f1000_539,Thor Industries,stats
f1000_540,Caesars Entertainment,stats
f1000_541,Levi Strauss,stats
f1000_542,FMC Technologies,stats
f1000_543,VWR,stats
f1000_544,NiSource,stats
f1000_545,Coach,stats
f1000_546,Brunswick,stats
f1000_547,Wynn Resorts,stats
f1000_548,Orbital ATK,stats
f1000_549,CIT,stats
f1000_550,Science Applications,stats
f1000_551,Hyatt Hotels,stats
f1000_552,McCormick,stats
f1000_553,Diplomat Pharmacy,stats
f1000_554,Barnes & Noble,stats
f1000_555,Electronic Arts,stats
f1000_556,FM Global,stats
f1000_557,Coty,stats
f1000_558,Smart & Final Stores,stats
f1000_559,Quad/Graphics,stats
f1000_560,Dynegy,stats
f1000_561,Graphic Packaging,stats
f1000_562,Select Medical,stats
f1000_563,Welltower,stats
f1000_564,Advanced Micro Devices,stats
f1000_565,USG,stats
f1000_566,KBR,stats
f1000_567,Bloomin' Brands,stats
f1000_568,MDU Resources,stats
f1000_569,CSRA,stats
f1000_570,Laureate Education,stats
f1000_571,Scana,stats
f1000_572,T. Rowe Price,stats
f1000_573,Watsco,stats
f1000_574,Rush Enterprises,stats
f1000_575,Agilent Technologies,stats
f1000_576,WhiteWave Foods,stats
f1000_577,Valspar,stats
f1000_578,Total System Services,stats
f1000_579,Torchmark,stats
f1000_580,Cabela's,stats
f1000_581,Beacon Roofing Supply,stats
f1000_582,CA,stats
f1000_583,LPL Financial,stats
f1000_584,Sprouts Farmers Market,stats
f1000_585,Swift Transportation,stats
f1000_586,Bemis,stats
f1000_587,Tiffany,stats
f1000_588,Flowserve,stats
f1000_589,CNO Financial,stats
f1000_590,Fastenal,stats
f1000_591,Sally Beauty,stats
f1000_592,American Axle & Manufacturing,stats
f1000_593,Flowers Foods,stats
f1000_594,Andersons,stats
f1000_595,Crown Castle,stats
f1000_596,Boise Cascade,stats
f1000_597,ON Semiconductor,stats
f1000_598,Chipotle Mexican Grill,stats
f1000_599,Amkor Technology,stats
f1000_600,Triumph,stats
f1000_601,OneMain,stats
f1000_602,General Cable,stats
f1000_603,Ametek,stats
f1000_604,Alon USA Energy,stats
f1000_605,Pioneer Natural Resources,stats
f1000_606,Martin Marietta Materials,stats
f1000_607,Ingles Markets,stats
f1000_608,Roper Technologies,stats
f1000_609,Huntington Bancshares,stats
f1000_610,Xylem,stats
f1000_611,Unified Grocers,stats
f1000_612,Leggett & Platt,stats
f1000_613,Dentsply Sirona,stats
f1000_614,CACI,stats
f1000_615,Mead Johnson Nutrition,stats
f1000_616,C.R. Bard,stats
f1000_617,Snap-on,stats
f1000_618,HealthSouth,stats
f1000_619,Nasdaq,stats
f1000_620,Avaya,stats
f1000_621,CF Industries,stats
f1000_622,Carlisle,stats
f1000_623,Equinix,stats
f1000_624,LSC Communications,stats
f1000_625,Colfax,stats
f1000_626,Lennox,stats
f1000_627,Iasis Healthcare,stats
f1000_628,Silgan,stats
f1000_629,American Eagle Outfitters,stats
f1000_630,Moody's,stats
f1000_631,Calumet Specialty Products Partners,stats
f1000_632,CME,stats
f1000_633,KB Home,stats
f1000_634,Vulcan Materials,stats
f1000_635,Platform Specialty Products,stats
f1000_636,Vantiv,stats
f1000_637,Skechers U.S.A.,stats
f1000_638,Zebra Technologies,stats
f1000_639,Hub,stats
f1000_640,HSN,stats
f1000_641,Stericycle,stats
f1000_642,National General,stats
f1000_643,Taylor Morrison Home,stats
f1000_644,Urban Outfitters,stats
f1000_645,Resolute Forest Products,stats
f1000_646,ScanSource,stats
f1000_647,Camping World,stats
f1000_648,Iron Mountain,stats
f1000_649,Hubbell,stats
f1000_650,Pinnacle West Capital,stats
f1000_651,Church & Dwight,stats
f1000_652,Noble Energy,stats
f1000_653,Albemarle,stats
f1000_654,Cooper-Standard,stats
f1000_655,KKR,stats
f1000_656,Country Financial,stats
f1000_657,Ventas,stats
f1000_658,Hexion,stats
f1000_659,Analog Devices,stats
f1000_660,Citrix Systems,stats
f1000_661,Green Plains,stats
f1000_662,Pitney Bowes,stats
f1000_663,Scripps Networks Interactive,stats
f1000_664,Darling Ingredients,stats
f1000_665,Wayfair,stats
f1000_666,Tailored Brands,stats
f1000_667,Sabre,stats
f1000_668,Global Payments,stats
f1000_669,Atmos Energy,stats
f1000_670,Tegna,stats
f1000_671,Diebold Nixdorf,stats
f1000_672,PolyOne,stats
f1000_673,TD Ameritrade,stats
f1000_674,Abercrombie & Fitch,stats
f1000_675,Greif,stats
f1000_676,Alliant Energy,stats
f1000_677,American Water Works,stats
f1000_678,Acuity Brands,stats
f1000_679,Skyworks Solutions,stats
f1000_680,FMC,stats
f1000_681,Amerco,stats
f1000_682,CUNA Mutual,stats
f1000_683,Brinker,stats
f1000_684,Buckeye Partners,stats
f1000_685,Warner Music,stats
f1000_686,Universal Forest Products,stats
f1000_687,American National Insurance,stats
f1000_688,Mercury General,stats
f1000_689,Regal Beloit,stats
f1000_690,Varian Medical Systems,stats
f1000_691,Aaron's,stats
f1000_692,Visteon,stats
f1000_693,Carter's,stats
f1000_694,Meritor,stats
f1000_695,Regal Entertainment,stats
f1000_696,Mednax,stats
f1000_697,TransDigm,stats
f1000_698,Landstar System,stats
f1000_699,Puget Energy,stats
f1000_700,Coca-Cola Bottling,stats
f1000_701,Kar Auction Services,stats
f1000_702,Equifax,stats
f1000_703,Groupon,stats
f1000_704,IAC/InterActiveCorp,stats
f1000_705,Weis Markets,stats
f1000_706,Allegheny Technologies,stats
f1000_707,Pinnacle Foods,stats
f1000_708,Tempur Sealy,stats
f1000_709,SkyWest,stats
f1000_710,International Flavors & Fragrances,stats
f1000_711,BMC Stock,stats
f1000_712,Brown-Forman,stats
f1000_713,Alexion Pharmaceuticals,stats
f1000_714,KapStone Paper & Packaging,stats
f1000_715,Time,stats
f1000_716,TriNet,stats
f1000_717,Steelcase,stats
f1000_718,EchoStar,stats
f1000_719,Sentry Insurance,stats
f1000_720,Monster Beverage,stats
f1000_721,Gannett,stats
f1000_722,Fossil,stats
f1000_723,Univision Communications,stats
f1000_724,Meritage Homes,stats
f1000_725,MRC Global,stats
f1000_726,H&R Block,stats
f1000_727,Penn National Gaming,stats
f1000_728,Service,stats
f1000_729,Brink's,stats
f1000_730,Old Dominion Freight Line,stats
f1000_731,Triple-S Management,stats
f1000_732,KLA-Tencor,stats
f1000_733,Edwards Lifesciences,stats
f1000_734,Rent-A-Center,stats
f1000_735,Comerica,stats
f1000_736,Paychex,stats
f1000_737,First Solar,stats
f1000_738,Insperity,stats
f1000_739,Scotts Miracle-Gro,stats
f1000_740,B/E Aerospace,stats
f1000_741,Westinghouse Air Brake Technologies,stats
f1000_742,Cooper Tire & Rubber,stats
f1000_743,Cinemark,stats
f1000_744,Keysight Technologies,stats
f1000_745,Convergys,stats
f1000_746,Cracker Barrel Old Country Store,stats
f1000_747,PriceSmart,stats
f1000_748,Broadridge Financial Solutions,stats
f1000_749,Scientific Games,stats
f1000_750,Genesco,stats
f1000_751,MSC Industrial Direct,stats
f1000_752,Ryerson,stats
f1000_753,Acadia Healthcare,stats
f1000_754,Hologic,stats
f1000_755,Unisys,stats
f1000_756,Worthington Industries,stats
f1000_757,Sanderson Farms,stats
f1000_758,Wabco,stats
f1000_759,Panera Bread,stats
f1000_760,Metaldyne Performance,stats
f1000_761,Medical Mutual of Ohio,stats
f1000_762,AMC Networks,stats
f1000_763,Clean Harbors,stats
f1000_764,Hovnanian Enterprises,stats
f1000_765,TrueBlue,stats
f1000_766,Crane,stats
f1000_767,ServiceMaster Global,stats
f1000_768,Sinclair Broadcast,stats
f1000_769,Mutual of America Life Insurance,stats
f1000_770,BGC Partners,stats
f1000_771,DSW,stats
f1000_772,Intuitive Surgical,stats
f1000_773,ArcBest,stats
f1000_774,PC Connection,stats
f1000_775,A.O. Smith,stats
f1000_776,Greenbrier,stats
f1000_777,Great Plains Energy,stats
f1000_778,Bon-Ton Stores,stats
f1000_779,Dycom Industries,stats
f1000_780,Timken,stats
f1000_781,Aleris,stats
f1000_782,Legg Mason,stats
f1000_783,Hill-Rom,stats
f1000_784,Stifel Financial,stats
f1000_785,Verso,stats
f1000_786,Qorvo,stats
f1000_787,Ciena,stats
f1000_788,Tetra Tech,stats
f1000_789,Caleres,stats
f1000_790,Pool,stats
f1000_791,Hyster-Yale Materials Handling,stats
f1000_792,Westar Energy,stats
f1000_793,Public Storage,stats
f1000_794,Plexus,stats
f1000_795,Boston Properties,stats
f1000_796,GNC,stats
f1000_797,HCP,stats
f1000_798,Penn Mutual Life Insurance,stats
f1000_799,TTM Technologies,stats
f1000_800,Prologis,stats
f1000_801,Twitter,stats
f1000_802,Kemper,stats
f1000_803,Valmont Industries,stats
f1000_804,Crestwood Equity Partners,stats
f1000_805,Applied Industrial Technologies,stats
f1000_806,VCA,stats
f1000_807,Granite Construction,stats
f1000_808,Vornado Realty Trust,stats
f1000_809,Mettler-Toledo,stats
f1000_810,A. Schulman,stats
f1000_811,Wolverine World Wide,stats
f1000_812,Graham,stats
f1000_813,Chico's FAS,stats
f1000_814,Domino's Pizza,stats
f1000_815,Zions Bancorp,stats
f1000_816,Southwest Gas,stats
f1000_817,Tops,stats
f1000_818,Hawaiian,stats
f1000_819,Vectren,stats
f1000_820,Gartner,stats
f1000_821,On Assignment,stats
f1000_822,Southwestern Energy,stats
f1000_823,Parexel,stats
f1000_824,Equity Residential,stats
f1000_825,J.Crew,stats
f1000_826,Synopsys,stats
f1000_827,Moog,stats
f1000_828,Cabot,stats
f1000_829,ITT,stats
f1000_830,TRI Pointe,stats
f1000_831,Maximus,stats
f1000_832,Illumina,stats
f1000_833,Amica Mutual Insurance,stats
f1000_834,Alere,stats
f1000_835,Toro,stats
f1000_836,Sprague Resources,stats
f1000_837,G-III Apparel,stats
f1000_838,Hawaiian Electric Industries,stats
f1000_839,Pinnacle Entertainment,stats
f1000_840,Columbia Sportswear,stats
f1000_841,First Republic Bank,stats
f1000_842,Komatsu Mining,stats
f1000_843,Trimble,stats
f1000_844,Edgewell Personal Care,stats
f1000_845,Belden,stats
f1000_846,DST Systems,stats
f1000_847,WGL,stats
f1000_848,GGP,stats
f1000_849,Brocade Communications Systems,stats
f1000_850,Akamai Technologies,stats
f1000_851,Nationstar Mortgage,stats
f1000_852,Annaly Capital Management,stats
f1000_853,Kansas City Southern,stats
f1000_854,Revlon,stats
f1000_855,AptarGroup,stats
f1000_856,MDC,stats
f1000_857,Vishay Intertechnology,stats
