list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5
hedge_41,Trian Fund Management,42.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_42,Value Partners,43.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_43,Goldman Sachs Asset Management,44.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_45,Capula Investment Management,46.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_46,TCI Fund Management,47.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_47,Balyasny Asset Management,48.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_48,Henderson AlphaGen,49.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_49,Highfields Capital Management,50.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_50,CQS,51.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_51,GoldenTree Asset Management,52.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_52,GSO Capital Partners,53.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_53,Pershing Square Capital Management,54.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_54,Beach Point Capital Management,55.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_55,Angelo Gordon & Co,56.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_56,Lansdowne Partners,57.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_57,Bracebridge Capital,58.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_58,Discovery Capital Management,59.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_59,PointState Capital,60.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_60,Magnetar Capital,61.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_61,Nephila Capital,62.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_62,CarVal Investors,63.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_63,HBK Capital Management,64.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_65,Fir Tree Partners,66.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_67,Glenview Capital Management,67.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_68,Paulson & Co,69.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_69,Tiger Global Management,70.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_70,Marathon Asset Management,71.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_71,Soroban Capital Partners,71.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_72,Element Capital Management,73.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_73,Maverick Capital,73.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_74,Coatue Management,75.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_75,Grantham Mayo Van Otterloo,76.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_76,Cerberus Capital Management,77.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_77,Senator Investment,78.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_78,Systematica Investments,79.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_79,Greenlight Capital,80.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_80,Caxton Associates,81.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_81,Lazard Asset Management,82.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_82,Candriam Investors,83.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_83,Pictet Asset Management,84.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_84,Silver Point Capital,85.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_85,Odey Asset Management,86.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_86,Capital Fund Management,87.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_87,Eton Park Capital Management,88.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_88,Blue Ridge Capital,89.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_89,GSA Capital Partners,90.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_90,Eminence Capital,91.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_91,Pine River Capital Management,92.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_92,MKP Capital Management,93.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_93,Taconic Capital Advisors,94.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_94,Arrowgrass Capital Partners,95.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_95,JANA Partners,96.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_96,Scopia Capital,97.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_97,Redwood Capital Management,98.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_98,Dymon Asia,99.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_99,Indus Capital Partners,99.0,hedge_fund_100,quant,data_science,stats,consultant,mba
hedge_100,Paloma,99.0,hedge_fund_100,quant,data_science,stats,consultant,mba
vault_0,Cravath Swaine & Moore,1.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_1,Wachtell Lipton Rosen & Katz,2.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_2,Skadden Arps Slate Meagher & Flom and Affiliates,3.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_3,Sullivan & Cromwell,4.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_5,Davis Polk & Wardwell,6.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_7,Kirkland & Ellis,8.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_8,Gibson Dunn & Crutcher,9.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_11,Quinn Emanuel Urquhart & Sullivan,12.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_12,Sidley Austin,13.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_14,Covington & Burling,15.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_15,Jones Day,16.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_16,Williams & Connolly,17.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_17,Debevoise & Plimpton,18.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_21,Paul Hastings,22.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_22,Boies Schiller Flexner,23.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_24,Hogan Lovells US,25.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_25,O'Melveny & Myers,26.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_27,Proskauer Rose,28.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_29,Arnold & Porter Kaye Scholer,30.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_34,Clifford Chance US,35.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_35,Linklaters,36.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_37,Orrick Herrington & Sutcliffe,38.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_41,Morgan Lewis & Bockius,42.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_42,King & Spalding,43.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_43,Baker Botts,44.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_45,Allen & Overy,46.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_47,Cadwalader Wickersham & Taft,48.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_48,Fried Frank Harris Shriver & Jacobson,49.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_50,Willkie Farr & Gallagher,51.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_53,Alston & Bird,54.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_55,Freshfields Bruckhaus Deringer,56.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_57,Cahill Gordon & Reindel,58.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_59,Dentons,60.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_60,Susman Godfrey,61.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_61,Pillsbury Winthrop Shaw Pittman,62.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_62,Reed Smith,63.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_64,Vinson & Elkins,65.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_65,Norton Rose Fulbright,66.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_66,Irell & Manella,67.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_69,Fish & Richardson,70.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_73,Squire Patton Boggs,74.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_74,Foley & Lardner,75.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_75,Sheppard Mullin Richter & Hampton,76.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_77,Locke Lord,78.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_80,Hunton Andrews Kurth,81.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_82,Schulte Roth & Zabel,83.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_83,Seyfarth Shaw,84.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_85,Hughes Hubbard & Reed,86.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_86,Mintz Levin Cohn Ferris Glovsky and Popeo,87.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_88,Haynes and Boone,89.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_90,Drinker Biddle & Reath,91.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_91,Blank Rome,92.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_92,Troutman Sanders,93.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_95,Kramer Levin Naftalis & Frankel,95.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_97,Kellogg Hansen Todd Figel & Frederick,98.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_98,Littler Mendelson,99.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_99,Wiley Rein,100.0,vault-law-100,mba,consultant,data_science,stats,quant
vault_103,Deloitte Consulting,4.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_105,Putnam Associates,6.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_106,EY-Parthenon,7.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_107,PricewaterhouseCoopers Advisory Services,8.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_108,The Bridgespan,9.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_110,A.T. Kearney,11.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_112,Strategy& part of the PwC network,13.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_113,L.E.K. Consulting,14.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_114,GE Healthcare Partners,15.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_115,The Brattle,16.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_116,Roland Berger,17.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_117,Insight Sourcing,18.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_121,The Keystone,22.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_122,ghSMART,23.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_125,Health Advances,26.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_126,LeapPoint,27.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_127,OC&C Strategy Consultants,28.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_133,Clarkston Consulting,34.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_134,Ignyte,35.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_135,Bates White Economic Consulting,36.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_136,NERA Economic Consulting,37.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_138,The Chartis,39.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_139,Cicero,40.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_140,Innosight,41.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_141,Censeo Consulting,42.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_142,Keystone Strategy,43.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_143,The Cambridge,44.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_144,Arthur D. Little,45.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_146,Kenway Consulting,47.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_147,Pace Harmon,48.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_148,DayBlink Consulting,49.0,vault-consulting-50,consultant,data_science,mba,stats,quant
vault_150,Cornerstone Research,5.0,vault-best-boutique-consulting-firms,consultant,data_science,mba,stats,quant
vault_151,Alira Health,23.0,vault-best-boutique-consulting-firms,consultant,data_science,mba,stats,quant
vault_152,Goldman Sachs & Co,1.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_153,Evercore,2.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_154,Centerview Partners,3.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_156,Greenhill & Co,5.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_157,Moelis & Company,6.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_158,Perella Weinberg Partners,7.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_159,Guggenheim Securities,8.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_164,Pj Solomon,13.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_168,Loop Capital Markets,17.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_169,J.P. Morgan,18.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_171,Barclays Investment Bank,20.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_173,Citi Institutional Clients,22.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_176,Allen & Company,25.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_177,Qatalyst Partners,26.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_178,Deutsche Bank AG,27.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_179,RBC Capital Markets,28.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_180,Wells Fargo & Company,29.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_182,Piper Jaffray Companies,31.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_183,BMO Capital Markets,32.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_186,Deloitte Corporate Finance,35.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_187,BNP Paribas USA,36.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_189,HSBC North America,38.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_191,LionTree Advisors,40.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_192,Royal Bank of Scotland,41.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_193,Cantor Fitzgerald,42.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_195,Tudor Pickering Holt & Co,44.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_196,Societe Generale Corporate & Investment Banking,45.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_200,CIBC World Markets,49.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_201,Lloyds Banking,50.0,vault-banking-50,quant,data_science,mba,consultant,stats
vault_206,Bdo Usa,5.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_207,Plante Moran,6.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_215,Frank Rimerman Co,14.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_217,Cbiz Mhm,16.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_220,PKF O'Connor Davies,19.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_223,Schenck SC,22.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_227,MBE CPAs,26.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_228,Margolin Winer & Evens,27.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_236,Wipfli,35.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_238,UHY Advisors,37.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_240,Mazars USA,39.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_242,Citrin Cooperman & Company,41.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_243,Blum Shapiro & Co,42.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_245,Novogradac & Company,44.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_246,Anchin Block & Anchin,45.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_247,Warren Averett,46.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_248,Berdon,47.0,vault-accounting-50,mba,stats,data_science,consultant,quant
vault_250,Blue & Co,49.0,vault-accounting-50,mba,stats,data_science,consultant,quant
nasdaq_TSM,Taiwan Semiconductor Manufacturing Company,7.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SAP,Sap Se,9.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CRM,Salesforce.com,11.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IBM,International Business Machines,12.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ADP,Automatic Data Processing,18.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INFY,Infosys Limited,21.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AABA,Altaba,24.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NXPI,NXP Semiconductors N.V.,41.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HPE,Hewlett Packard Enterprise Company,47.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DXC,DXC Technology Company,57.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SHOP,Shopify,61.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_WPP,WPP,63.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_VEEV,Veeva Systems,64.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_STM,STMicroelectronics N.V.,70.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TTWO,Take-Two Interactive Software,75.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MRVL,Marvell Technology,80.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ASML,Asml N.V.,81.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DATA,Tableau Software,84.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JKHY,Jack Henry & Associates,86.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_YNDX,Yandex N.V.,88.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_OTEX,Open Text,91.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ATHM,Autohome,92.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IPG,Interpublic of Companies,96.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DOX,Amdocs Limited,97.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_WUBA,58.com,98.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ULTI,The Ultimate Software,102.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MFGP,Micro Focus Intl,103.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ASX,ASE Technology,105.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PAYC,Paycom Software,112.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PAGS,PagSeguro Digital,114.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AER,Aercap N.V.,122.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IDTI,Integrated Device Technology,125.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MIDD,The Middleby,129.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_STNE,StoneCo,130.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LOGI,Logitech S.A.,132.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TTD,The Trade Desk,133.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ESTC,Elastic N.V.,137.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MPWR,Monolithic Power Systems,139.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TSG,The Stars,140.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CDAY,Ceridian HCM,147.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_WIX,Wix.com,150.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_UMC,United Microelectronics,160.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GTES,Gates Industrial,161.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SMI,Semiconductor Manufacturing,164.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SINA,Sina,166.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NVT,nVent Electric,167.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MOMO,Momo,168.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BB,BlackBerry Limited,169.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HUYA,HUYA,170.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INXN,InterXion N.V.,172.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AL,Air Lease,173.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AUO,AU Optronics,175.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SLAB,Silicon Laboratories,185.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_WB,Weibo,186.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_COMM,CommScope Company,188.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SMTC,Semtech,191.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_YY,YY,193.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AAN,Aaron& 39 s,194.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PCTY,Paylocity,196.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ASGN,ASGN,199.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TRTN,Triton Limited,208.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CVLT,Commvault Systems,210.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CYBR,CyberArk Software,212.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SAIC,Science Applications International Corporation,213.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ALRM,Alarm.com,219.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JBT,John Bean Technologies,224.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KFY,Korn Ferry,225.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JOBS,51job,229.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SOGO,Sogou,232.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SAIL,SailPoint Technologies,233.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DSGX,The Descartes Systems,237.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ZUO,Zuora,238.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GLOB,Globant S.A.,239.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CRUS,Cirrus Logic,240.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ALTR,Altair Engineering,245.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MIME,Mimecast Limited,249.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MDRX,Allscripts Healthcare Solutions,250.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NTCT,NetScout Systems,252.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SWCH,Switch,256.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_POWI,Power Integrations,257.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_EVBG,Everbridge,265.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SVMK,SVMK,267.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CRTO,Criteo S.A.,270.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PRGS,Progress Software,271.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DIOD,Diodes,272.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CARS,Cars.com,275.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TSEM,Tower Semiconductor,276.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_VRNS,Varonis Systems,278.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IPHI,Inphi,281.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AYR,Aircastle Limited,282.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BITA,Bitauto Limited,284.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KLIC,Kulicke and Soffa Industries,285.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GDS,GDS Limited,287.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SCWX,SecureWorks,290.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SIMO,Silicon Motion Technology,298.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MGRC,McGrath RentCorp,301.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LTRPA,Liberty TripAdvisor,302.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DAVA,Endava,303.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LORL,Loral Space and Communications,304.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AMBA,Ambarella,305.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_EFII,Electronics for Imaging,308.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SYKE,Sykes Enterprises,309.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CASA,Casa Systems,310.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_FSCT,ForeScout Technologies,311.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CSGS,CSG Systems,313.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MTSI,MACOM Technology Solutions,314.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TLND,Talend S.A.,318.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CSIQ,Canadian Solar,322.0,nasdaq_tech,data_science,stats,quant,mba,consultant
