list_id,company,job_type
f1000_0,Walmart,data_science
f1000_1,Geico,data_science
f1000_2,Apple,data_science
f1000_3,ExxonMobil,data_science
f1000_4,McKesson,data_science
f1000_5,UnitedHealth,data_science
f1000_6,CVS Health,data_science
f1000_7,General Motors,data_science
f1000_8,AT&T,data_science
f1000_9,Ford Motor,data_science
f1000_10,AmerisourceBergen,data_science
f1000_11,Amazon,data_science
f1000_12,General Electric,data_science
f1000_13,Verizon Communications,data_science
f1000_14,Cardinal Health,data_science
f1000_15,Costco,data_science
f1000_16,Walgreens,data_science
f1000_17,Kroger,data_science
f1000_18,Chevron,data_science
f1000_19,Fannie Mae,data_science
f1000_20,J.P. Morgan Chase,data_science
f1000_21,Express Scripts,data_science
f1000_22,Home Depot,data_science
f1000_23,Boeing,data_science
f1000_24,Wells Fargo,data_science
f1000_25,Bank of America,data_science
f1000_26,Alphabet,data_science
f1000_27,Microsoft,data_science
f1000_28,Anthem,data_science
f1000_29,Citigroup,data_science
f1000_30,Comcast,data_science
f1000_31,IBM,data_science
f1000_32,State Farm Insurance,data_science
f1000_33,Phillips 66,data_science
f1000_34,Johnson & Johnson,data_science
f1000_35,Procter & Gamble,data_science
f1000_36,Valero Energy,data_science
f1000_37,Target,data_science
f1000_38,Freddie Mac,data_science
f1000_39,Lowe's,data_science
f1000_40,Dell Technologies,data_science
f1000_41,MetLife,data_science
f1000_42,Aetna,data_science
f1000_43,PepsiCo,data_science
f1000_44,Archer Daniels Midland,data_science
f1000_45,UPS,data_science
f1000_46,Intel,data_science
f1000_47,Prudential Financial,data_science
f1000_48,Albertsons,data_science
f1000_49,United Technologies,data_science
f1000_50,Marathon Petroleum,data_science
f1000_51,Disney,data_science
f1000_52,Humana,data_science
f1000_53,Pfizer,data_science
f1000_54,AIG,data_science
f1000_55,Lockheed Martin,data_science
f1000_56,Sysco,data_science
f1000_57,FedEx,data_science
f1000_58,Hewlett Packard Enterprise,data_science
f1000_59,Cisco Systems,data_science
f1000_60,HP,data_science
f1000_61,Dow Chemical,data_science
f1000_62,HCA,data_science
f1000_63,Coca-Cola,data_science
f1000_64,New York Life Insurance,data_science
f1000_65,Centene,data_science
f1000_66,American Airlines,data_science
f1000_67,Nationwide,data_science
f1000_68,Merck,data_science
f1000_69,Cigna,data_science
f1000_70,Delta Air Lines,data_science
f1000_71,Best Buy,data_science
f1000_72,Honeywell,data_science
f1000_73,Caterpillar,data_science
f1000_74,Liberty Mutual Insurance,data_science
f1000_75,Morgan Stanley,data_science
f1000_76,Massachusetts Mutual Life Insurance,data_science
f1000_77,Goldman Sachs,data_science
f1000_78,Energy Transfer Equity,data_science
f1000_79,TIAA,data_science
f1000_80,Oracle,data_science
f1000_81,Tyson Foods,data_science
f1000_82,United Continental,data_science
f1000_83,Allstate,data_science
f1000_84,Publix Super Markets,data_science
f1000_85,American Express,data_science
f1000_86,TJX,data_science
f1000_87,Nike,data_science
f1000_88,Exelon,data_science
f1000_89,General Dynamics,data_science
f1000_90,Rite Aid,data_science
f1000_91,Gilead Sciences,data_science
f1000_92,CHS,data_science
f1000_93,3M,data_science
f1000_94,Time Warner,data_science
f1000_95,Charter Communications,data_science
f1000_96,Northwestern Mutual,data_science
f1000_97,Facebook,data_science
f1000_98,Travelers,data_science
f1000_99,Capital One Financial,data_science
f1000_100,Twenty-First Century Fox,data_science
f1000_101,USAA,data_science
f1000_102,World Fuel Services,data_science
f1000_103,Philip Morris,data_science
f1000_104,Deere,data_science
f1000_105,Kraft Heinz,data_science
f1000_106,Tech Data,data_science
f1000_107,Avnet,data_science
f1000_108,Mondelez,data_science
f1000_109,Macy's,data_science
f1000_110,AbbVie,data_science
f1000_111,McDonald's,data_science
f1000_112,DuPont,data_science
f1000_113,Northrop Grumman,data_science
f1000_114,ConocoPhillips,data_science
f1000_115,Raytheon,data_science
f1000_116,Andeavor,data_science
f1000_117,Arrow Electronics,data_science
f1000_118,Qualcomm,data_science
f1000_119,Progressive,data_science
f1000_120,Duke Energy,data_science
f1000_121,Enterprise Products Partners,data_science
f1000_122,Amgen,data_science
f1000_123,US Foods,data_science
f1000_124,U.S. Bank,data_science
f1000_125,Aflac,data_science
f1000_126,Sears,data_science
f1000_127,Dollar General,data_science
f1000_128,AutoNation,data_science
f1000_129,Community Health Systems,data_science
f1000_130,Starbucks,data_science
f1000_131,Eli Lilly,data_science
f1000_132,International Paper,data_science
f1000_133,Tenet Healthcare,data_science
f1000_134,Abbott Laboratories,data_science
f1000_135,Dollar Tree,data_science
f1000_136,Whirlpool,data_science
f1000_137,Southwest Airlines,data_science
f1000_138,Emerson Electric,data_science
f1000_139,Staples,data_science
f1000_140,Plains GP,data_science
f1000_141,Penske Automotive,data_science
f1000_142,Union Pacific,data_science
f1000_143,Danaher,data_science
f1000_144,Southern,data_science
f1000_145,ManpowerGroup,data_science
f1000_146,Bristol-Myers Squibb,data_science
f1000_147,Altria,data_science
f1000_148,Fluor,data_science
f1000_149,Kohl's,data_science
f1000_150,Lear,data_science
f1000_151,Jabil,data_science
f1000_152,Hartford Financial Services,data_science
f1000_153,Thermo Fisher Scientific,data_science
f1000_154,Kimberly-Clark,data_science
f1000_155,Molina Healthcare,data_science
f1000_156,PG&E,data_science
f1000_157,Supervalu,data_science
f1000_158,Cummins,data_science
f1000_159,CenturyLink,data_science
f1000_160,Aecom,data_science
f1000_161,Xerox,data_science
f1000_162,Marriott,data_science
f1000_163,Paccar,data_science
f1000_164,General Mills,data_science
f1000_165,PNC Financial Services,data_science
f1000_166,American Electric Power,data_science
f1000_167,Icahn Enterprises,data_science
f1000_168,Nucor,data_science
f1000_169,NextEra Energy,data_science
f1000_170,Performance Food,data_science
f1000_171,PBF Energy,data_science
f1000_172,Halliburton,data_science
f1000_173,CarMax,data_science
f1000_174,Freeport-McMoRan,data_science
f1000_175,Whole Foods Market,data_science
f1000_176,Bank of New York Mellon,data_science
f1000_177,Gap,data_science
f1000_178,Omnicom,data_science
f1000_179,Genuine Parts,data_science
f1000_180,DaVita,data_science
f1000_181,Colgate-Palmolive,data_science
f1000_182,PPG Industries,data_science
f1000_183,Goodyear Tire & Rubber,data_science
f1000_184,Synchrony Financial,data_science
f1000_185,DISH Network,data_science
f1000_186,Visa,data_science
f1000_187,Nordstrom,data_science
f1000_188,INTL FCStone,data_science
f1000_189,WestRock,data_science
f1000_190,XPO Logistics,data_science
f1000_191,Aramark,data_science
f1000_192,CBS,data_science
f1000_193,AES,data_science
f1000_194,WellCare Health Plans,data_science
f1000_195,FirstEnergy,data_science
f1000_196,Conagra Brands,data_science
f1000_197,Synnex,data_science
f1000_198,CDW,data_science
f1000_199,Textron,data_science
f1000_200,Waste Management,data_science
f1000_201,Illinois Tool Works,data_science
f1000_202,Office Depot,data_science
f1000_203,Monsanto,data_science
f1000_204,Cognizant Technology Solutions,data_science
f1000_205,Texas Instruments,data_science
f1000_206,Lincoln National,data_science
f1000_207,Newell Brands,data_science
f1000_208,Land O'Lakes,data_science
f1000_209,Marsh & McLennan,data_science
f1000_210,Ecolab,data_science
f1000_211,C.H. Robinson Worldwide,data_science
f1000_212,Loews,data_science
f1000_213,CBRE,data_science
f1000_214,Kinder Morgan,data_science
f1000_215,Kellogg,data_science
f1000_216,Western Digital,data_science
f1000_217,Guardian Life Ins. Co. of America,data_science
f1000_218,Ross Stores,data_science
f1000_219,L Brands,data_science
f1000_220,J.C. Penney,data_science
f1000_221,Farmers Insurance Exchange,data_science
f1000_222,Reynolds American,data_science
f1000_223,Viacom,data_science
f1000_224,Becton Dickinson,data_science
f1000_225,Micron Technology,data_science
f1000_226,Principal Financial,data_science
f1000_227,Arconic,data_science
f1000_228,NRG Energy,data_science
f1000_229,VF,data_science
f1000_230,Devon Energy,data_science
f1000_231,D.R. Horton,data_science
f1000_232,Bed Bath & Beyond,data_science
f1000_233,Consolidated Edison,data_science
f1000_234,Edison,data_science
f1000_235,Sherwin-Williams,data_science
f1000_236,NGL Energy Partners,data_science
f1000_237,Dominion Energy,data_science
f1000_238,Ameriprise Financial,data_science
f1000_239,ADP,data_science
f1000_240,Hilton Worldwide,data_science
f1000_241,First Data,data_science
f1000_242,Henry Schein,data_science
f1000_243,Toys 'R' Us,data_science
f1000_244,BB&T,data_science
f1000_245,Reinsurance of America,data_science
f1000_246,Core-Mark,data_science
f1000_247,Biogen,data_science
f1000_248,Las Vegas Sands,data_science
f1000_249,Stanley Black & Decker,data_science
f1000_250,Parker-Hannifin,data_science
f1000_251,Stryker,data_science
f1000_252,Estee Lauder,data_science
f1000_253,Celgene,data_science
f1000_254,BlackRock,data_science
f1000_255,Xcel Energy,data_science
f1000_256,CSX,data_science
f1000_257,Unum,data_science
f1000_258,Jacobs Engineering,data_science
f1000_259,Lennar,data_science
f1000_260,Group 1 Automotive,data_science
f1000_261,Leucadia National,data_science
f1000_262,Entergy,data_science
f1000_263,PayPal,data_science
f1000_264,Applied Materials,data_science
f1000_265,Voya Financial,data_science
f1000_266,Mastercard,data_science
f1000_267,Priceline,data_science
f1000_268,Liberty Interactive,data_science
f1000_269,AutoZone,data_science
f1000_270,State Street,data_science
f1000_271,DTE Energy,data_science
f1000_272,L3 Technologies,data_science
f1000_273,HollyFrontier,data_science
f1000_274,Praxair,data_science
f1000_275,Universal Health Services,data_science
f1000_276,Discover Financial Services,data_science
f1000_277,Occidental Petroleum,data_science
f1000_278,United States Steel,data_science
f1000_279,Sempra Energy,data_science
f1000_280,Baxter,data_science
f1000_281,W.W. Grainger,data_science
f1000_282,Autoliv,data_science
f1000_283,Norfolk Southern,data_science
f1000_284,Baker Hughes,data_science
f1000_285,Ally Financial,data_science
f1000_286,Sonic Automotive,data_science
f1000_287,Owens & Minor,data_science
f1000_288,Huntsman,data_science
f1000_289,Laboratory Corp. of America,data_science
f1000_290,Murphy USA,data_science
f1000_291,Advance Auto Parts,data_science
f1000_292,Fidelity National Financial,data_science
f1000_293,Air Products & Chemicals,data_science
f1000_294,Hormel Foods,data_science
f1000_295,Hertz Global,data_science
f1000_296,MGM Resorts,data_science
f1000_297,Corning,data_science
f1000_298,Republic Services,data_science
f1000_299,Alcoa,data_science
f1000_300,Fidelity National Information Services,data_science
f1000_301,Pacific Life,data_science
f1000_302,SunTrust Banks,data_science
f1000_303,LKQ,data_science
f1000_304,BorgWarner,data_science
f1000_305,Ball,data_science
f1000_306,CST Brands,data_science
f1000_307,Public Service Enterprise,data_science
f1000_308,Eastman Chemical,data_science
f1000_309,eBay,data_science
f1000_310,Mohawk Industries,data_science
f1000_311,Oneok,data_science
f1000_312,Frontier Communications,data_science
f1000_313,Netflix,data_science
f1000_314,American Family Insurance,data_science
f1000_315,Thrivent Financial for Lutherans,data_science
f1000_316,Expedia,data_science
f1000_317,Lithia Motors,data_science
f1000_318,Avis Budget,data_science
f1000_319,Reliance Steel & Aluminum,data_science
f1000_320,GameStop,data_science
f1000_321,Tenneco,data_science
f1000_322,O'Reilly Automotive,data_science
f1000_323,Peter Kiewit Sons',data_science
f1000_324,United Natural Foods,data_science
f1000_325,salesforce.com,data_science
f1000_326,Boston Scientific,data_science
f1000_327,Newmont Mining,data_science
f1000_328,Genworth Financial,data_science
f1000_329,Live Nation Entertainment,data_science
f1000_330,Veritiv,data_science
f1000_331,News Corp,data_science
f1000_332,Crown,data_science
f1000_333,Global Partners,data_science
f1000_334,PVH,data_science
f1000_335,Level 3 Communications,data_science
f1000_336,Navistar,data_science
f1000_337,Univar,data_science
f1000_338,Campbell Soup,data_science
f1000_339,Dick's Sporting Goods,data_science
f1000_340,Weyerhaeuser,data_science
f1000_341,Mutual of Omaha Insurance,data_science
f1000_342,Chesapeake Energy,data_science
f1000_343,Anadarko Petroleum,data_science
